Tweet,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
2 the fellaz dats and they ex girl know it andgiggles everytime they see em...,2,3,3,2,3,1,4,3,3,2,5,3
im on youtubing listening now...and if I have to TRY to be open minded to enjoy Ifeel im thinking 2 hard.,2,3,3,3,2,2,4,2,3,2,4,3
"the Gov, tryin to pay both sides against the middle and make money...the Vampers Govtis gone now Billith here",2,3,2,2,3,1,4,3,3,2,5,3
"I mean, nothing wrong with a chick with good poon andnot stingy with it lol",2,3,3,1,3,1,3,4,4,2,5,3
Lez ur a jerk ass! well u neva told me u read it...ubeen all redbone busy nshit!,2,3,1,1,4,1,4,5,3,2,5,3
"A chick with a ""Him"" will go on a date with another dude and set up thesmash session with ""him"" afterwards...",2,3,2,1,4,1,3,4,3,2,5,3
90 percent of black women that work downtown over 5'9 lock eyes with meas I walk past...no BS,2,3,2,1,4,1,3,4,3,2,4,2
"If Pop plan to ""expose"" LBJ jump shot worked mogs woulda called hima genius...let the heat cook.",3,2,3,2,3,2,4,3,2,2,4,3
*sets summer schedule* When KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Bruhz Picnics?,3,4,3,3,2,2,3,2,2,3,3,2
"oooh talk to Eb bout dat...she use to say she ""wouldn't be 1 of dem women that flash herring"" NOW ask her. HA",2,3,2,1,4,1,3,4,2,2,5,3
Aye imma be late to the HP picnic...prob around 5. But I still wanna ridein like purple rain lbs,3,2,4,3,1,2,3,1,2,2,4,3
hey as long as doing what u want yields u the results uwant. U doing right chiefette,3,4,4,3,2,2,3,2,2,3,3,3
"I rather take a ""fake"" married person advice than a single person about RS, at least alevel of compromise is shown",3,4,3,2,3,2,2,3,2,3,3,2
"a man that invest extensive time before getting what he want is calleda ""gentleman"" in women slang.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
showing how easy it is to admit the failure can be ones own fault....I accept it and will strive todo better. Crazy world right?,4,4,3,3,1,3,2,1,1,4,2,1
And I refuse to believe I neva saw a chick breast feedand was only 1 staring!,2,3,2,1,3,1,4,3,3,2,4,3
I wish would have a groove so I can randomly rollthru..talk my shit and leave.,3,2,2,2,3,1,3,3,2,2,4,3
"I'm Pretty, But I Am Not Beautiful. I Sin, But I Am Not The Devil. I'm Good, But I AmNot An Angel. -Marilyn Monroe.",4,3,3,4,2,4,2,1,1,5,2,2
"Thank you everyone for the Father's Day wishes. Sending blessings toall the fathers out there.""",3,2,4,5,1,3,1,1,1,4,2,2
"Can't believe we get new consoles, New GTA, new BF, new Splinter Cell,Watch Dogs, AC4, Dead Rising 3,ArkhamOrigins b4 the years over.#2013",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Word! At least she working. she's gonna have to work mad hours justto see any paper lol""",3,2,3,2,2,2,3,2,2,2,4,2
"Bitches ain't shit! Females want a loyal dude but can't evenbe loyal to their friends""",2,3,2,1,4,1,3,5,3,2,5,3
oh no!!! I didn't even know she was there. There was noparking. Smh. I feel bad!,2,2,2,3,1,1,3,1,2,2,4,3
"S/O to all my male friends and cousins who never sugar coated shit,always kept it so real!",3,4,3,2,3,2,2,3,2,3,4,2
And tbh I hate Yale lol I just like a fewpeople on my daddy side,3,2,3,2,2,2,3,3,2,2,4,3
A all doing school I wanned to fight Sam and mon but I tryed an wat happen my eyewas blue for two weeks,2,3,1,1,4,1,4,3,3,1,5,2
Me & your momma will make a salad and play in itlike it's a pool lol..!!!!????????,2,3,2,1,3,1,4,3,4,2,5,3
Can I just get a blow job fr the crack ofmy hairy ass kmsl Jp,2,3,2,1,4,1,3,5,4,2,5,3
"-Chillin In The Dark Like A Real Nigga.!""naw that's some penitentiary shit gettinraped real nigga shit lmfao",2,3,2,1,4,1,3,4,3,2,5,3
If a bitch go to food stamp building and the security guard signsher in.. She's a whore,2,3,1,1,4,1,3,5,4,2,5,3
"Light skin niggas upset everywhere about this new Instagram shyt""them niggasglad in the low lmao",2,3,2,1,4,1,3,4,3,2,5,3
I thought I was thirsty toward these bitches... But these bitches bethirsty for these players smfh,2,3,2,1,4,1,3,4,3,2,5,3
"That nigga don't do shxt for you, but when he downtalkin a bitch you satisfied.",2,3,2,1,4,1,3,4,3,3,5,3
I've meet co gay ppl . I still feel that theshit nasty but they cool,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Think ima have my 18th bday in Ohio. Then again It's gne cold as shit. All I knowis I want something big,3,4,3,2,2,2,3,2,2,2,4,3
Ion really believe shit people say I just been lied to so many times It'slike Fuck dat.Trust no one,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"At 2pm we will be giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass tech On June 29,2013.",3,4,4,3,1,3,1,1,1,4,2,1
Visit all locations for tickets to the celebrity charity b-ball game atCass Tech 6/29/13 powered by,3,4,3,3,2,2,2,1,1,3,3,2
Tyga & big Sean - I'm gone. The beat tuff I don'tlike the song to much.,3,2,3,3,2,2,2,2,2,3,3,2
lOl GA's Tornado Siren Sounds So Weak.! I'm Not 100% Positive That's What It Is...But WhatElse Could It Be? Smh,2,3,2,1,3,1,3,4,3,2,4,2
AYE LISTEN GOT AH SPECIAL ON TATTOOS BRING 2 SPENDIN 25 GET YOU 1 FREE NOBULL HMU FOR MORE INFO!!!!!!!!!!!,2,4,2,2,3,1,4,3,3,2,5,2
Bought to kick my feet up and sip on a lil drinkydrink to ease my mind,3,2,4,3,1,2,2,1,2,3,4,3
I can't lie when I worked for future care I wanted to work in housekeeping lmao... They swearthey had tha best job!!!,3,2,3,2,1,1,3,2,2,2,4,2
Pls tell y'all friend her braids looked fuck'd up... Keep wanting to twist them bigshits up in a bun,2,3,1,1,4,1,3,5,3,2,5,2
I am in no way Tryna rush to grow up but 21 and up just got more options then20 and under do lol,3,2,4,3,1,2,2,1,1,3,3,2
I need to try and work these too jobs out; well ifI get the other one,3,4,3,3,1,2,3,1,1,2,3,2
I need to find those pink 11s; wtf was I thinkingnot going to get them,3,4,2,2,3,2,3,3,2,2,4,2
Somewhere in the past week I forgot then entire plot of HarryPotter. Poof. It's all gone.,3,2,4,3,1,2,2,1,2,3,3,3
Saw one of those son of a guns in a yard on my way hometoday. Right near stole him.,2,3,2,1,4,1,4,4,3,2,5,3
I'd be a terrible kitty owner. I'm not home enough to keep it company...andsomeone else took it home.,3,2,3,4,1,3,2,1,1,4,2,2
Man fuck dat hoe man my nigga n dem had dathoe n the Bryan Frazier,2,3,2,1,4,1,4,5,3,2,5,3
Think about wat my life could b that's when I pourup n light this weed,2,2,3,2,1,1,4,2,3,2,4,3
I been listening to my SL bros all day...but not because they my homies theyjust better than you rappers,3,4,2,1,4,2,3,4,2,3,4,3
we'll u should have came to the beat person for the job...... Me but I see udon't fuck wit me nomore,2,3,2,1,4,1,3,4,3,2,5,3
My grandma told Eric he can spend da night knowing I was mad at his ass.......... Now I done slipped upn let him dtmf lbvvvvvvs,2,3,2,1,4,1,4,4,3,2,5,3
tell yo sister that you R a grown woman and U can make UR owndecisions... Thanks for her concern...,3,4,3,2,3,2,2,3,2,2,4,2
if U read both of the tweets... I changed it up forU because U R special...,2,3,3,3,1,1,3,2,3,2,4,3
- Ii Must Say Shordy Was Ah Complete Waste Of Mhy Time Shid Um Doin Wonderful Without Ha &&'dMhy BD Pidd Fuk Relationships,2,3,2,1,4,1,4,4,3,2,5,3
"Sometimes the shit you fuck with, is just not what mylife needs to fuck with.",3,4,2,2,3,2,3,3,2,3,4,3
The only logical reason to watch basketball is Kardashian-related men. is that likepretending to like Downton Abbey?,2,3,3,2,3,2,3,3,3,2,4,3
If dis rachet hoe dnt txt me bck>> ima walk to haa housend slap haa ugly ass!,2,4,1,1,5,1,3,5,4,2,5,2
Teacher Got in a fight with a student this morning?? Now she is unemployed. Lost her job with only a fewdays left of school smh.,2,1,2,2,3,1,2,3,2,2,4,2
"This lady is suppose to sing The Negro National Anthem but she just whispers to me "" Idon't know the words"" huh?",2,3,2,1,4,1,3,4,3,2,4,3
Its too early for the Drunk busted friday night club pics on IG right?Cause I just saw a.....,3,2,2,2,2,2,3,3,3,2,4,3
As Salaam Alaikum how can we help our children in public school tostop being funneled into prison.,4,5,3,4,2,3,1,1,1,4,2,1
"you stop talking to me, & yes I Do. What you just made thatyou need a confirmation code?",2,3,1,1,4,1,4,4,3,2,5,3
Hey world gonna do some family time today. And I will Sneek in some schoolflow photosI need for my assignment.,3,4,3,3,1,2,2,1,1,3,3,2
I was my bro's graduation DVR'd it Saw the 4th & OT when we went out to eat No sound on thetv My phone & were,2,3,3,3,1,1,4,1,2,1,4,3
So i got in trouble for leaving work early!!! If i aint on thang is anotherwit mac and sac!!!!,2,3,2,1,3,1,4,3,3,2,5,4
Knowing that people in African were royal was a plus but didn't much for my own identity. Knowing that I'm ajoint heir w/ Jesus did.,4,3,4,4,1,3,1,1,1,4,2,1
Mailmen in the hood get chased by dogs and harassed whensocial security checks are late,3,2,2,2,3,2,2,3,2,3,3,2
People stood in line all night just be the first customers at the new chickfila inHamptonCove. It's not that deep.,3,2,4,3,1,2,1,2,2,3,3,2
My mom is in Miami getting ready to go on a cruise while I'm in hsv in theclassroom on a damn Saturday,3,2,2,2,3,2,2,3,2,3,3,2
Heat fans have NO room to talk about flopping unless you talking aboutthat bitch in the jersey,2,3,1,1,4,1,2,4,3,2,4,2
their spread offense is totally different. They are a pass first O. His blind side tackle isgone. Big shoes to fill,4,3,3,3,2,3,2,2,1,4,2,2
I just liked it for the documentaries but the same ones beenon there over a year.,3,2,3,3,1,2,2,1,1,3,3,2
"No puedo dejar de iñpresionarme, por la necia actitud de vender tu patria a imbesiles, que ni siquiera han sustentado lade ellos, no a cuba",3,4,2,2,4,3,2,3,2,3,2,2
"Every Sat, these people on the block opposite mine have a BBQ - Cool.. If only their WACK sound system didn'tconstantly give me a headache",3,2,2,2,3,2,1,3,1,3,3,2
big bro i need yu &wade &ray allen &bosh & shane & mike Miller play hard on danny green& Parker &Duncan & Neal,2,4,2,2,3,1,4,2,3,2,5,2
U gotta love that old wine-o in the hood I gota 2month update in 5min,2,3,3,2,2,1,4,3,3,2,4,3
"Only God makes the rain fall and it's falling a lot in Queens, but I don't have to go out so let it rain, letit rain, let it rain!",3,2,4,3,1,2,2,1,2,3,3,4
I Seen It Wit My Own Eyes. Shit Was Real MyNicca Str8 Kilt Her !,2,3,1,1,4,1,3,4,3,2,5,3
Ghetto translation~Lemme Call you back = You have a great rest of the day. Talkto you tomorrow lmao ijs,3,2,3,2,2,1,3,3,2,2,4,3
Somebody needs to invent an alarm clock that releases the smell of bacon. A nukkawould never be late lol,3,2,4,4,1,2,1,1,2,3,3,3
"If one more damn Mosquito bite me...... I know I'm Carmel and tasty looking, but I'm sure its some other fat ppl togo bite on wtf lol",2,2,2,2,3,1,3,3,2,2,4,3
You know when you wakeup wit so much energy it makeyou lazy. That's hella crazy,3,2,3,2,1,2,3,2,2,2,4,3
Pretty women wit bad breath. That's that shyt I don't like. Plus itstoo hot for that mess,2,3,2,1,4,1,3,4,3,2,5,3
"Somebody told me that coochi had pork in it. Is this true? And if so, does it come in vegetarian also?!I'm on a diet Lol",3,2,4,4,1,2,3,1,2,3,3,2
"If I was ur best friend, would you let me do all the things thatonly a best friend can?",3,4,2,2,3,2,2,3,2,3,3,2
I have a head ache having been to sleep in 2days I'm going to sleep so good tonight hair appointmenttomorrow Or cut I'm scared.,2,3,2,3,1,1,4,1,2,2,4,3
So I'm extra late I had no idea David Correy got a record deal. I loved him I was so mad hewas voted off so early.,3,2,3,3,1,2,2,1,1,3,3,2
"U ask 4 my number..I tell u I have a bf..Ur response ""SO, I like competition."".niggasain't got no respect lol",2,3,2,1,4,1,3,4,3,2,5,2
dont try this at home kids ...okay i will try itat my friends house then...,3,4,2,2,1,2,3,2,3,3,4,2
Wassup tweed fam? I have been up since 12 yesterday .lolsmh Alwayz gm ! :0),2,3,2,3,1,1,4,2,3,2,5,4
"My shoe game is so weak right now. Need new work shoes, running shoes, sperry's/loafers and reg tennisshoes. Must step it up",3,4,3,3,2,3,2,1,1,3,2,2
Dnt like ppl who smash or try to smash the homies. That's whack!Hands down! Male or female!,3,4,2,2,4,2,3,3,2,2,4,3
R U TIRED OF HITIN THE BEAUTY SUPPLY AND COPPIN THAT BLACK NO.1! IS YOUR WIG BUSTED DISCUSTED FRYD DYED LEANIN2 DA SIDE HIT UP,2,4,1,1,4,1,3,4,3,2,5,2
Feeling really anxious can't wait I hope God hears my prays and they releasemy baby help me lord,3,4,2,4,1,2,3,1,1,2,3,1
For once can I meet a handsome respectful guy tht DOES NOT SAG HIS PANTS !!!!!???? Tht is trifling...at least notsoo low ! Ugh !,3,4,2,2,3,2,2,3,1,3,4,1
If we say two forms of ID why the fuck wouldyou come with just one...,3,4,2,1,4,2,2,5,2,3,4,2
I thought I was making progress but I guess I was wrong. Smhthis is really bothering me.,3,4,2,3,2,3,2,2,1,3,2,1
Dude comes to the mall with friends. It's raining. He gets his car to pick his friends up in front of the mall..It was only sprinkling lol,3,2,4,2,1,2,2,2,2,3,3,3
I'm prob the only motherfucka on this planet that doesn't like hot doughnuts... Hate whenthe hot sign is on,3,2,2,1,4,1,2,4,2,3,5,2
Getting ready to get jog on this morning! I need to get my health back in order. I've been a bad boy for a while soI have work to do.,3,4,3,3,1,2,2,1,1,3,3,2
And as a shopaholic... I'm taking strides to be better with money... And I'm cutting up my credit cards andremoving them from my PayPal,3,4,3,3,1,2,1,1,1,3,3,2
See Ah Opp Let The Thing Blow We Checking Ah BagWe Dont Need Hoes !,2,4,2,1,4,1,3,4,3,2,5,2
Chilli cheese fries with jalapeños sounds soooooo good. Where can Iget something good like this?,3,4,3,4,1,2,2,1,2,3,4,3
Dnt cum my way fa nth Dnt hit my line fa nth fony ass fuckniggas u niggas is nth,2,3,1,1,5,1,3,5,3,2,5,3
Damn why aren't any of my shows on demand yet! I don't want to wait towatch them until next week,3,4,2,2,3,2,2,3,2,3,4,3
"I saw Dr. King's speech in its entirety yesterday for thefirst time, I'm still moved.",4,3,4,4,1,4,1,1,1,4,1,1
A great day for the fathers. Add to the legacy. Or build a newone with your little ones,4,4,3,4,1,3,1,1,1,4,2,1
Taking precautions. Not every deal is solid. And might bring on lessons that u wished uwere patient to learn first.,4,3,4,3,1,3,2,1,1,3,2,2
I don't think it's hard to find love. I believe everybody are on different levels inlife. No need to rush,4,3,5,4,1,4,1,1,1,4,1,2
I feel like stiles might become a beta to save his dad judging by thepreview for next Monday :D,3,4,3,4,1,3,2,1,1,3,2,2
"I'm still up, man world war z was pretty hood. It'sa good picture to watch",2,3,4,3,2,2,3,2,3,2,4,3
I believe that God makes NO mistakes and that everything happens for a reason...whetherit be good or bad,4,4,5,4,1,4,1,1,1,4,1,1
"How u have somebody make a promise not to drink when they drunk tho? That'sjuss down right sneaky"" lmao",2,2,3,2,3,1,4,3,3,2,4,3
It's way past my bedtime but so much on my mind thatsleep is no where near,4,3,2,3,1,3,2,1,1,4,2,1
I know I don't grew into my own when I allI wanna do is grind,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
I been giving him my prayers . He been blessing me with . And stayclear from all these hoes,2,3,3,2,2,1,3,2,2,2,4,3
"I'm so fucking,(irratated)like everybody is fucking blowing Da shit out ofmy Life#im done say nomore:-(",2,3,1,1,4,1,4,4,3,2,5,3
Ive eaten Lou's and Harolds in the last 3 days. Diet here I come. I been working out but aboutto go in cardio overload.,3,4,2,3,2,2,3,2,2,3,3,2
People who know me know I been to hell and back andI can FINALLY say...IM HAPPY,3,4,3,3,2,3,2,2,1,3,2,1
"Right.now I'm enjoying watching my grand children play, and my family are here assistingme with my new book",4,4,5,5,1,4,1,1,1,5,1,1
This cold making me about to pour me a drink cause I need to be wellfor this work week ahead,3,4,3,3,2,2,3,2,2,3,3,3
They're mad about the gov't tapping phone lines. I don't care. Idon't have anything to hide,3,2,4,3,1,2,2,2,3,3,4,3
naw working. Trying to get my priorities in order an get my money up so no extra kicking it andI'm going home in sept,3,4,3,3,2,2,3,2,2,2,4,2
"He said you'd forget to pick yo' kids up, forget you'recooking, forget life basically lol",3,2,2,2,3,2,3,3,2,2,4,3
I used to be a ball of energy before class. Got there and felt like Ihad been up all night,3,2,2,3,1,2,2,1,1,3,3,2
"I been meeting more girls that say ""Im going out with my boyfriend""...I be like ""SO WAT!""",2,4,2,1,4,1,3,4,3,2,5,3
I mean I know I don't have the best grammar in the world but I canput a sentence together ll,3,3,4,4,2,2,2,2,2,3,3,3
We used to go so hard on it. We were probably two bottlesfrom turning into lemons lol,3,4,2,3,3,2,2,2,2,3,4,3
I can understand like a month or 2. Not 2 weeks! I'm bout to be out herewith 1 big loc lol,3,4,2,2,3,2,3,3,2,2,4,2
"At the end of the day, I cant respect or forgive the BaltimoreRavens for breakin RGIII leg",2,3,2,2,4,2,3,3,2,2,3,2
like i got alot of back& front thoo....he b wantin ah bitchdat look anorexic n ish,2,3,2,1,3,1,4,4,3,2,5,3
why u have tuh go there tho SOME OF US DONTHAVE AH LIE (RUNS AWAY),2,3,1,1,4,1,4,3,3,1,5,3
Mindless Behavior Songs Motivate Me to Try Harder.So Im Listening to them Now To Get Threw ThiS 2ndDay Of School. Thx Mb,3,4,3,4,1,2,2,1,1,2,3,2
When did a national tour become a national tour if its notrecognized by the Broadway League.,4,3,2,2,3,3,1,3,1,4,2,1
no not yet but I'm getting close! I was in 5th grade then! I still remember lifelong affect you had thanks!,3,4,3,4,1,2,2,1,1,3,3,2
It feels good to wake up and not have any type of hangover and I almost relapse yesterday!I stayed on the wagon,3,4,3,3,1,2,2,1,1,3,3,2
Not having a good day today at all...but it will get better.Devil wont knock my spirits.,3,4,3,3,2,3,2,2,1,3,2,1
"cus I ain't been on here in a minute, had to makesure you wasn't being grown.",2,3,3,2,2,1,3,2,2,2,4,3
That boy we try to get him some drugs any kind of way! SMH!!!!!! He don't carewhat person he will use!,2,4,1,1,5,1,3,5,4,2,5,2
Soooo how many Platinum albums had he produced.... FULL ALBUMS ...... After Aaliyahdied Timberland went no where,2,3,2,1,4,1,3,4,3,2,4,3
"I use to like drake , but he confuses me. I prefer therapper drake, not the whinner",3,2,3,3,2,2,2,2,1,3,3,2
Everything I put in front of you to think about some choose think with purpose otherslet others think for them,4,3,3,2,2,3,2,2,1,3,2,1
Don't get it twisted I really don't give a shit its friday and people can royallyget the fuck over themselves,3,4,2,1,5,1,3,5,2,3,5,3
I mean that even though big and pac been dead for almost 20 years. They music still relevant. Theyshit will never get old.,3,4,3,2,2,2,2,2,1,3,3,2
Lebron is in facilitator mode tonite. The beast is caged. He'll get a trip dub andwin at this rate tho.,3,4,3,2,2,2,2,1,1,3,3,2
"Dante can't talk I seen that video with that black fastsweaty girl. "" lmfaoooooo dooooog.",2,3,2,1,3,1,4,4,4,2,5,3
I grabbed it and somehow got it off me. Then put my foot on his neck. None of the other snakesmoved but they were there.,3,4,3,2,4,2,3,2,2,3,3,2
"u already . Its da truth."" Already sis niggas anit sliding witt us thenthe clip riden on em",2,3,3,2,4,1,4,3,3,2,5,3
My lefthand anit been fukcn witt.me these last couple of dayswe bout to be beefn,2,4,1,1,5,1,4,4,3,2,5,3
"The Citrus 7's, all black 10's, white & red 10's and the white & purple 10'sneed to come back out.",3,4,2,2,3,3,2,2,1,3,2,2
Would u believe me if I said that I liked u fromthe jump?? ...... because :-/,3,2,2,2,1,2,3,2,2,2,3,3
"Like if you die and reincarnate... Do not pass go, do not collect$200. Go directly to jail.",3,2,2,2,3,2,3,3,2,3,3,2
"its suppose to be an inside joke dummy. And yes"" ode mmttssgw comeover I'm watching alake alone",2,3,2,2,3,1,4,3,3,2,4,3
Hopefully I'll get some sleep tonight cauSe I have to be atmy 2nd job at 7am,3,4,3,3,1,2,2,1,1,3,3,1
My next off day not until next Wednesday.! I work two doublesthis weekend back to back.!,3,4,2,3,2,2,2,2,1,3,3,1
Sometimes a lunch time walk is all you need to save yourjob and another mofos life....,3,4,3,2,2,2,2,3,1,3,3,2
"My sinus doin thee fool right now. I'm about to grab this food, takesome mess and be out",3,4,3,2,3,2,3,2,2,2,4,3
My brother just called me and surprised me with some good news.!!!!!!!!!!!!!!! Now Ican finally go to sleep,3,3,2,4,1,2,2,1,1,3,3,2
"What if weekend services are not ""The Game"", but preparation for ""The Game"" that begins when youralarm goes off Mon am?",4,4,3,3,2,4,2,2,1,4,2,2
"Are you expecting to hear from God or see Him at worktoday? If not, why not?",4,4,3,3,2,4,1,2,1,4,2,2
This class is too long especially seeing as I prob/hopefully won't even be in this city much longer. Butbackup plan is always necessary,3,2,3,2,2,2,3,2,2,3,3,3
"Never SHOW A Man That Your A Good Woman Cus OBVIOUSLY He's Gonna Take Advantage Of It , LET HIMLEARN && EARN POINTS !",2,4,2,1,4,1,3,4,2,2,5,2
I always think why my fridge is empty but to be honest I know why itis :):):):):) I love food,3,2,4,4,1,2,2,1,2,3,3,3
"Comcast stay leaving that threatening ass ""we were here to pick up your equipment""post it on my door.",3,4,2,2,4,2,3,3,2,3,4,2
Sooo Why is My First Laydee M.I.A - No txt NoCalls wtf is goin on,2,3,1,1,4,1,3,4,3,2,5,3
… The Mfers I Fucked w/ In My Grammar && Middle School Daysx I Don't Even Fuck w/ Now . Mfers Den Changed ! ButFuck Em I'm Makin $$$,2,4,2,1,4,1,3,5,2,2,5,2
"No Flo DIDN'T hold hands, bow her head in prayer ask The Lord for help andcuss in the prayer! LOL",2,3,2,2,3,1,4,3,3,2,4,3
"Weird as hell as to why I wasnt hungry yesterday, maybebecause I was so tired.",3,2,3,3,1,2,3,1,2,2,3,2
A cross dresser with a great job or a good dresser with 2 felonies who hasn'tworked in 3 yrs ?,2,3,2,2,3,2,3,3,3,2,4,3
"""Silver Lining"" really Jackass? People could have lost their lives & ur worryingabout The Heat winning.How insensitive",3,4,2,2,4,2,2,4,2,3,3,2
I feel ya! I only ball when there is a tournament...still got game thou...lol. If u ever inChi city ill play u...lol,3,3,4,4,2,2,2,1,1,3,3,2
"****ATTENTION EVERYONE I WILL RESUME THE OLD SCHOOL & HOUSE MUSIC WEDNESDAYS ON SEPTEMBER 4, 2013.. DUETO THE ANNUAL JAZZ EVENT...",3,4,2,3,2,2,2,1,1,3,3,1
"Been bungee jumping, but I was bent. Don't think it's enough liquor in the world to getme to jump outta plane.",3,2,2,3,2,2,3,2,2,3,3,2
You wack if you decide against posting a tweet just causeyou running late for work,2,4,2,1,3,1,3,4,3,2,5,2
whatttttttt? You gotta lil one? Smh...babies having babies. Must be a newborn if youain't been pissed on yet,2,1,2,1,3,1,3,4,3,2,5,3
"Its abt time obesity is recognized as a disease. People HAVE 2 eat, no1 has 2 do drugs/drink &both have been declared diseases.",3,4,2,2,3,2,2,3,2,3,3,2
Are you guys doing a tasting Saturday? Missed the first few &would love to stop by,3,3,4,4,1,3,2,1,1,3,2,2
Uh she wanted 2 recreate a Plantation Theme wedding because she liked thenostalgia of the period? WTF,3,2,2,1,4,2,2,4,1,3,3,2
Cheese was a taste of the nation silent auction item. Bourbon was fromthe F&W event last year.,3,2,4,3,1,3,2,1,1,3,2,2
let me throw a basketball and a stick at yo headand see if cry !,2,3,1,1,5,1,4,5,4,2,5,2
yes maam she/her/me do lol. Are you in the 615 yet?Cant wait to come visit,3,3,4,4,1,2,3,1,2,2,4,3
we didnt even say we was going . I just said i want it.U had hooters w/o me,2,3,2,1,4,1,3,4,3,2,5,3
I'm mixing up a killer Bellini. And yes - it isfresh puréed peach. As if...,4,3,4,3,1,5,2,2,1,4,1,2
Ima clippers fan off dump im just going for the pacers bc ion fw the heat,2,3,2,2,3,1,4,3,3,2,4,3
""".. Don't believe the lies look me in my eyes , please don't be scared if me, pleasedon't be scared of me""",3,4,2,3,3,2,3,2,2,3,3,2
"I can't w/ ppl .. I gotta remind myself everyday ,too continue looking Straight Forward",3,4,3,2,2,2,3,2,1,3,3,2
ALOT of people on twitter fronting and for who..cause when you get that ass whooping thats coming to you..they gonbe on here clowning you.,2,3,1,1,4,1,3,4,2,2,4,2
"Been up since 6am LOVE, thanx 4 the wake up , I'm able 2 get myearly morning prayers in .",3,4,4,4,1,2,2,1,1,2,3,1
The women of have returned and they are truly giving God praisethat they have SURVIVED !,3,4,2,3,2,2,3,2,2,3,3,2
It's beginning to make sense. My Father was born on Aug 11. Hip Hop was also born on Aug 11. Pops was Crazy withwords. Need I say more???,3,2,2,3,2,2,3,2,2,3,3,2
"my shit is ""Streets Made of Gold"" he went in on that one.""<<Oh Yea that song I puton repeat when I'm riding",3,4,3,2,3,2,3,2,2,3,4,3
This Is the first time I've actually been able to watch tvin a long time ...,3,2,3,3,1,2,2,1,1,3,3,2
"I Took My Flat Screen Out And Put It In The Living Room Why'llI Sleep In Here, Lbs",2,3,3,2,1,1,4,2,3,2,4,3
Dree The Only Girl I REALLY Loved. Rest Of Them GirlsIdk Were Not For Me.,2,3,3,2,2,1,3,2,2,2,4,3
"I Need To Stop Getting In My Feelings Thats All, MfssSo Flip Floppy With Me",3,4,2,2,3,2,3,3,2,2,4,3
"Happy Father's Day to all the fathers, men who aren't the fathers but play the role, & all the women who HAVEto fill in for fathers.",4,3,4,4,1,3,1,1,1,4,2,1
"My Mama Finna Go To My Grandma House, And Miesha Finna ComeOver And We Finna Smoke",2,3,4,2,1,1,3,2,3,2,4,3
"I made the suggestion to go out. Now that is time to get ready, Ichanged my mind. I'm terrible...",3,2,2,3,1,2,2,2,2,3,3,3
"I hate when dudes say ""maybe I'll carry you one day if you act right."" How about I act the same andcarry myself. Good day sir!",3,4,2,2,3,2,2,3,1,3,3,1
"Can't blame Rachel, I'm sure her mother speaks that way. The cyclehas to be stopped somewhere",3,4,3,2,2,3,1,2,1,4,2,1
now u see how a Nigga be feel in !?! But don't say fuckmee I been here woop,2,3,2,1,4,1,4,4,3,2,5,3
I'm just ready to do a video with French Montana NdKirk bangz no lie fam,2,4,3,2,3,1,3,2,3,2,5,2
Tonight was quite eventful. I did meet some cool dude. Its crazy that noneof them like girls. Smh,3,2,3,2,2,2,3,2,2,2,3,2
I like that AT&T commerical with the couple singing off that atlanticstarr song for some reason,3,2,4,4,1,3,2,1,1,3,3,2
"Don't be around for the moment, messing with me will get you fucked if you fuck meover just for the moment...",2,3,1,1,5,1,4,5,3,2,5,2
I just look like this don't get it twisted I will fuck youup and leave you stankin.,2,4,1,1,5,1,3,5,3,2,5,2
That moment when autotext insist on putting the antonym of eachword im trying to type...,3,2,2,3,2,2,2,2,1,3,3,2
The moment when you wish your friend would loose because you wanna go home butthey keep winning every game,3,2,2,2,2,2,2,3,2,3,3,4
it got a little dry in the middle with those random storiesbut it picked back up,4,3,4,4,2,3,2,2,1,4,2,2
"Cookout get the fuck on with that ""my pleasure"" shit... That'sfor Chik Fil a only.",2,3,2,1,4,1,3,4,3,2,5,2
wow that's a great story. Had to scroll down to catch the beginning.The ankh caught my eye,3,2,4,4,1,3,2,1,1,3,2,2
Dudes will want to fight if they think you looking at they girl but get mad when you tell them shemad ugly I wasn’t looking,2,3,2,1,4,1,3,4,3,2,5,2
Light skin chics spoiled because y’all dudes wanna eat them out and not hit nowshe think she the shyt,2,3,2,1,4,1,3,4,3,2,5,3
Hey it was good to see you again! Didn't get a chance to talkbut wanted to congratulate you.,3,2,4,5,1,3,1,1,1,4,2,2
I'm so happy for all the young men that was drafted I wish you allthe best with your career.,2,3,4,4,1,2,3,1,2,2,3,2
