Row,Original Index,Text,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
1466,1468,"loved the teaser video! Can I get more?! Hands down one of thesexiest men on the planet!!!
",3,4,2,3,2,3,2,1,2,3,2,2
1467,1467,"Did clarinet duets together in Ms. Louis class."" I played the drums thejoin wit three joints connected
",4,3,3,4,2,3,2,1,2,3,2,2
1468,1465,"I would like to know what juror b37 would do if her only son's witness was a Janteal whom he was on the phone withhim in his final hour.
",3,2,1,2,3,2,3,3,2,3,3,2
1469,1469,"hello Steven A me and my husband love the show we set the alarms for10am here in South FL
",4,3,4,5,1,4,1,1,1,4,2,2
1470,1470,"Be commenting on my ig pics but wen yu see me in streets u act like yu Neva seen me lls... These social networksmake ppl weird ass shit!!
",3,2,2,2,3,2,3,3,2,2,3,2
1471,1472,"A couple days off to get back to football and lifting and to get your head straight will be good foryou. You need a break.
",4,3,4,5,2,4,1,1,1,4,2,2
1472,1471,"So the flight is ""potentially oversold"" but they will sell me an upgraded boardingfor A1-15 for $40. Hmmmm.
",4,3,3,3,2,4,2,2,2,4,2,2
1473,1473,"So my sup told me i can telecommute from another state. Wish i knew i hadthis option 3 years ago.
",4,3,3,3,1,3,2,1,2,4,2,1
1474,1475,"Ex's who been 2gether 3 plus years still talk from time 2 time just no that unlessthey really hate each other
",4,3,3,4,2,3,2,2,2,4,2,2
1475,1474,"If Larry Langford wasn't in prison he woulda built that shit himself. Lol dudebelieved in making shit happen
",3,4,2,2,3,2,2,2,2,3,2,2
1476,1476,"WHAT WHO DIS TAMAR OH HELL KNOW STOP HATE ON HER DAMN TEAMTAMARA. STAND. THE FUCK UP
",3,4,2,1,3,2,2,3,2,3,2,2
1477,1479,"Lol… From what I have read so far, it seems pretty good and a number of people have recommendedit. Hope your doing well.
",4,3,4,5,1,4,2,1,2,4,2,2
1478,1477,"Today would be the perfect day to be tanning at thepool it's a heat wave!
",3,4,2,3,2,3,2,1,2,3,2,2
1479,1478,"I don't knock the hussle...But do know technology always catches up...cuz they will pay a clown like me 2learn how to stop it.
",4,4,3,3,2,3,2,2,2,4,2,2
1480,1481,"I use to love McDonalds in college. Double cheeseburger value meals all willy nilly.Haven't had one since 09
",3,3,3,4,2,2,2,1,2,3,3,2
1481,1480,"If u seen what i seen u would sell drugs to if the shoe was on the other foothow could I judge u
",3,4,2,3,3,2,2,2,2,3,3,2
1482,1482,"Look at the troops along the DMZ. They'll be there forever. Then they're always trying toforce democracy on other countries.
",3,4,2,1,4,2,3,3,2,3,3,2
1483,1483,"I think the hood looks forward to folks dying so they can put out teddy bears and get together and drinkand smoke! Sad isn't it
",1,2,1,1,3,1,3,3,2,2,4,1
1484,1485,"""I'll take off my socks so she can take a look atmy pedicure."" - Stevie J
",3,2,3,3,1,2,2,2,2,3,3,1
1485,1486,"Changing the world is going to take much prayer,advocacy for human life and commitment to change the mindset ofourselves to pass to others.
",4,5,3,4,2,4,2,1,1,5,2,1
1486,1487,"I run a D or EE, depending on who makes the shoe. For me, though I'm more apt to geta larger size. Try Zappo's.
",3,3,3,4,2,3,2,2,2,3,2,2
1487,1488,"Why is they talkin bout John cena during this match shut the fuck up king & that other guy wedon't give 2 fuck about
",3,2,1,1,2,2,3,4,2,2,3,1
1488,1484,"pls save all comment til end of book...pls and thanks...den alley oopbook 2 ya Prophtyes lmao
",4,3,3,5,1,4,2,1,2,4,2,2
1489,1489,"So they said banana give u more energy then coffee! "" really I gotta try that""I was thinking that 2
",3,4,3,4,2,3,2,1,2,3,2,2
1490,1490,"People getting mad cause the iPhone download taking three hours. You and the rest of the WORLD are tryingat the same time dumbass
",2,3,1,1,4,2,2,5,2,2,4,2
1491,1491,"he happy as shit he got a phone gon tell me ""bitch you got my number"" i waslike he happy as shot
",3,4,2,1,3,2,4,3,2,3,3,2
1492,1492,"Ummm its Friday. That is all. Oan I needz me some more coffee.Who got on ankle socks.
",3,2,4,3,1,2,2,1,2,3,2,2
1493,1493,"Gmfu think I going to wash them dishes hell now got other kids and its noteven my go nigros trippy
",3,2,1,1,3,2,2,4,2,3,3,3
1494,1496,"AW OK KOOL I FEEL U DOE I GOT A INTERVIEW FOR BUGER KING 2MA SHID I HOPE I GET IT I NEED A JOBASAP BUT I STOP SMOKING
",3,4,2,3,1,2,2,1,2,3,3,2
1495,1498,"- He said "" whats 3×3 "" She said "" 6 "" im weak af whre df didshe go to skool at
",4,3,2,1,2,1,3,4,2,3,4,2
1496,1495,"I no for a fact hoe! As a matter fact justleave me alone & carryon
",3,4,1,1,5,1,2,5,2,2,4,1
1497,1494,"in fact, I get a little irritated with Usher sometimes. Seems to dance more than sing.Want my singers to sang!
",3,4,2,2,3,3,2,2,2,3,2,2
1498,1497,"- I jus feel hella hard nd people was in the hall allicould do was laugh !
",4,2,3,3,1,3,2,1,2,4,2,2
1499,1502,"what team you think most likely wants to get another 1st round pickthat can trade with NE?
",4,3,2,3,2,4,1,1,2,4,2,2
1500,1501,"I personally think memphis has best squad in west. Best defense in my opinion, playsdifferent style in the west.
",4,3,3,4,2,4,2,1,2,4,2,2
1501,1503,"I don't like the first pick either. I would rather have clemson WR or woods, or acorner or jesse will, but
",4,3,2,3,2,3,2,2,1,4,2,2
1502,1499,"He know how to turn me all the way on Lhh kissing nd bitting on my neck nd feelingmeh & ^_^||
",3,4,2,2,3,3,2,2,2,3,2,2
1503,1500,"If you ask God to renew your mind, he will change your entire life.... thank youfor a great word ...
",4,4,3,5,2,4,1,1,2,4,2,2
1504,1504,"Fina go do a client dreads ..gitta dress appropriate cuz I kni rhe whole hood fina be blowing n choosing ..Iaint goinjus getting this bread
",4,5,3,4,2,3,1,1,1,4,2,1
1505,1508,"Deng has 5 Fouls so its a wrap for him... Boozer too.. But thatdamn nigga Butler killing us
",3,4,2,1,3,2,2,2,2,3,3,1
1506,1505,"i live in detroit, my boss bought some tickets to see pistons, but against bobcats, raptors etc. Can Iget a heat game! Haha
",4,3,3,4,2,3,2,2,2,4,2,2
1507,1507,"dh12 lost me as a fan a long time ago. He needs tobe very productive this summer.
",4,3,2,2,3,3,2,2,2,4,2,2
1508,1506,"BB & saban are so tight. I'm wondering why BB didn't take jessewill & barret j. Knees?
",3,4,2,3,3,3,2,2,2,3,2,1
1509,1509,"25 grand for a guitar ??? I only get 20 dollars a week for allowance. Gonna tale me foreverto have enough money! Xx
",4,3,2,4,1,3,1,1,2,3,2,2
1510,1510,"I kno I dnt fit that ""picture"" so we jus having fun ..you'll be myfriend for life tho :/
",4,3,3,5,2,3,2,1,2,4,2,2
1511,1511,"growing up to be mature is good but don't grow to much.I fell in love with the boysfrom x factor remember that
",3,2,2,3,1,2,2,1,2,3,2,2
1512,1513,"Fake love comes and go when you are in need if help..real love comes and stayswith you through hard times!
",4,4,4,5,2,4,2,1,1,4,2,1
1513,1512,"Im up ..barely slept at all ..damn ppls decision can really effect your piece of mind ...been havingmini dreams all night smh
",3,2,2,2,1,2,3,1,1,3,2,2
1514,1517,"He know he know the game he ain't no lame He know Im gonedo the best I can
",4,3,3,2,2,4,2,2,2,4,1,2
1515,1514,"Educators cant control classrooms ..not because of ADHD ..but because of a lack ofdiscipline in the home. .
",4,4,2,3,3,4,2,2,2,4,2,2
1516,1516,"I love Mellow People all that loud Sh*t For what tho???? But I Will turn Up Quickif you take Me Der
",3,3,5,3,4,2,2,2,2,3,2,2
1517,1515,"My views on marriage have not been that positive as of late.:-/ Sad, I know... *smh*
",4,3,2,3,1,3,2,1,2,4,2,2
1518,1518,"you're not the only one confused and I'm trying to but itdoesn't seem like it will
",4,3,3,4,2,3,3,2,2,3,2,2
1519,1519,"prayin 4 u Dominic..if u need a ear or even jst 2 vent if no 1 else is there 2 listen i surely will...staystrong 4 u & urs
",4,3,5,5,1,4,1,1,1,4,1,1
1520,1520,"I hate to say it but talking freaky doesn't excite me anymoreits just like oh okay
",4,3,3,3,2,4,1,2,1,4,1,2
1521,1521,"That Shit Was Foul As'f! My ass was cryinggg & them folkss didnt have tosay shit us! Fuckedd Up
",2,3,1,1,4,1,3,5,2,2,4,1
1522,1523,"I Hope He Okay! Im Finna Go Home & Get In The Bed & JusstIDK! My night fuckedd up
",3,2,2,4,1,3,2,1,2,3,2,2
1523,1522,"Tears are steady pouring from my eyes. I hate that I haveto go through this alone.
",4,3,2,4,1,3,2,1,1,4,2,2
1524,1525,"I gotta 30 and the numba that come after 8, left of one shot fromfive, take off his face..
",4,3,2,2,1,2,4,1,2,3,3,1
1525,1524,"You can either love me or hate me , wateva you do it wontmake me or break me..
",4,5,3,2,4,3,1,3,2,4,2,2
1526,1526,"Lemme see wusup with this Westwood College. O...and The Famous soul food spot nearCamp Creek is on point!
",3,2,2,3,2,3,2,1,2,3,2,2
1527,1527,"I love it when i get off work and come home to my babygirl she be missing me
",4,4,3,5,2,4,1,1,1,4,2,2
1528,1528,"naw bra she came at me like she always do and i shut her fat kneck ass down u goelearn bitch 2 respoect people
",2,4,1,1,5,1,2,5,2,2,4,1
1529,1530,"WHY DO YOU FEEL THE NEED TO TALK ON THE SPEAKER PHONE WTF I DON'T NEED TO HEARYOUR DAMN CONVO FUCKING LAME
",3,3,1,1,5,2,2,5,2,3,4,1
1530,1531,"French montana and his music are a joke 2 me don't even take bra serious..... Like how do u style kanye andying yang twins ad libs
",3,2,2,2,2,2,2,2,2,3,2,2
1531,1532,"It's going to rain in a few which means two goodnaps in one day lol
",4,2,3,4,2,3,2,1,2,4,2,3
1532,1529,"not a thing..but what's wrng with not gettin one? It's a healthy hair type thing, not really a I'mtryna to impress you thing
",3,2,4,2,1,3,2,1,2,3,2,2
1533,1533,"Bitches get fucked on the roof when I aint got nohotel doe ~ Big L
",2,3,2,1,3,1,4,3,2,2,4,2
1534,1534,"So I guess Mobile Heights the only one getting rain ....ain'tthis bout a B word
",3,2,2,1,2,2,3,2,2,3,3,2
1535,1537,"I done pulled myself together just to wrap my hair back up& get in the bed
",3,2,4,3,1,2,2,1,1,2,3,5
1536,1535,"Got a long day ahead of me tomorrow finna call ita nite after the game
",4,5,3,4,2,3,2,1,2,4,2,2
1537,1536,"When I get back in here from work I got some rice waiting on me S/O to my grandmashe look out at times
",3,4,3,5,2,2,2,1,2,3,1,2
1538,1539,"What ever happened to those nice men that made that song ""White Tee""? I'm tired of ppl looking at me funnywhen I play that song
",2,3,2,3,1,2,2,1,2,2,2,2
1539,1538,"Anyone ISO a DJ for Sunday Father's Day? I'm available. Call me 410-645-0495; M - F,9am-5pm. I do Karaoke too!
",3,4,3,4,2,3,2,1,2,3,2,2
1540,1540,"I was at the show when they last had Nas....he was on his knees in the rain performing OneMic and niggas was booing""
",3,4,2,3,2,3,2,2,2,3,2,2
1541,1541,"WHY IT HAD TO BE THAT WAY YOUR WRONG DEAD WRONG TELL ME HOW HOW WE. CAN WE GO ON SEVEN. HOLE DAYYES I LOVE. THIS. SONG
",2,3,2,1,4,2,4,4,2,2,3,2
1542,1542,"I read dis tweet of women stress,& I think women shuld think alot more cuz maby if dey did dey culd solve sum deyown problems & b happier.
",2,4,1,1,3,2,1,4,2,3,3,2
1543,1543,"I aint gone lie,sumtimes im scard of being myself bt wanna kill those who make me feel dat way though its my fault btcant help who I am
",3,4,2,1,5,2,3,2,2,3,3,2
1544,1544,"We do this EVERY summer jam. Think of scenarios where Hov can come out.We used to this shit.""
",3,4,2,3,3,4,2,2,2,3,2,2
1545,1547,"if yo lady got one, you prolly need to add to your game. Vibrators and dildosshould damage a niggas ego.
",2,3,1,1,4,1,2,4,2,2,4,1
1546,1545,"Rammstein is awsome.These niggas hav guitars wit flamethrowers aleast 20feet of flames wen playin a fret.Imma trydat on july4th if possible
",3,4,2,3,4,3,2,3,2,3,2,2
1547,1546,"most people compared the andrew luck & rg3 draft to manning and leaf. What was ryan leaf like andhow do the two compare?
",4,4,2,3,2,3,2,1,2,3,2,1
1548,1548,"I wish I knew how 2 erase personal messegages I sent in regrettion. Yea I regret amessage or 2 I sent.
",3,2,2,3,1,3,2,1,1,3,2,2
1549,1550,"what channel are yall on today, I missed the show yesterday because comcast said there was a baseballgame on. What time also.
",3,2,3,4,1,2,2,1,2,3,2,2
1550,1549,"I'm hiding in the grand canyon fuck it, ima make it through theese 12 hrslol. Gotta hide the car.
",3,4,2,1,3,2,3,2,1,3,3,1
1551,1553,"Mogs keep asking me where my people are from..I say america and there like no before they came there..Damnit I dunno specifically where
",4,3,3,2,2,3,1,1,2,4,2,1
1552,1551,"Nigga my palette has been spoiled ..I can't come back home and make the same pastaafter eating this italian authenticity
",2,3,1,1,3,2,2,4,1,2,4,2
1553,1552,"Wait wait did i just see someone tweet and say j cole albumis better than the yeezy
",3,2,2,3,2,3,2,2,2,4,2,2
1554,1554,"in all honesty, any top 20 QB would be great with Larry Fitz. Carson did throw for 4000yds if I'm not mistaken.
",3,4,3,3,2,3,2,1,2,3,2,2
1555,1555,"Bay was arguing me dwn when we have a baby if its a boy he gone be ajr.NO THAA HELL HE AINT
",3,4,2,2,3,2,2,3,2,3,3,1
1556,1557,"i was gonna initially do the 4th but now i gotta wait till mymoney is back in order
",4,3,2,3,1,3,2,1,2,4,2,1
1557,1556,"In other news Paula dean hired the real life Olivia popeto fix her situation ..
",4,3,2,3,1,3,2,2,2,4,2,1
1558,1559,"Shout to angela for remaining professional ... You know her and bow wow discussed that red carpetinterview prior to it happening
",3,4,4,3,2,3,2,1,1,4,2,2
1559,1561,"So , Over These Niaqqa'ss ! It's Been There Done That! I'm Faithful To Mine
",3,4,2,1,3,2,2,3,1,3,3,2
1560,1560,"Ian scared to tell NOBODY i love my boyfriend ,it is what it is ,canthelp who uu fall fah
",4,3,2,3,3,3,2,2,1,4,2,2
1561,1558,"Ion fckk wit to many bxtchess ,cause these bxtch these dayss eithaa fakeor messy ,if not both
",4,3,3,3,2,4,1,3,2,4,2,2
1562,1563,"My momma Is Up In The Kitchen Listeinqq 2 Daa The OMG Gurls ! I Thinkk SheStill Drunk From Lastniqht !
",3,2,2,2,1,2,3,1,2,3,2,2
1563,1562,"We use to be talkin bout stuff && ppl aint knowtf we be talkin bout
",4,3,2,2,3,3,4,2,2,3,3,2
1564,1565,"Is it wrong for females to use a nigga for pleasure ,??? I mean niggasuse females all the time
",2,3,2,1,3,2,3,4,2,2,3,2
1565,1564,"Lmaoooo ,nawl hoe ,yeen smackin shit ,only one touchin my ass is KENDRAVIUS , && hoemy ass aint sloppy neither
",3,3,1,1,4,2,3,5,2,3,4,2
1566,1567,"Quint Jerry and Marlo Want Me Ta Come Ta B.C. RainThey Needa Come Ta Murphy
",4,3,2,3,2,3,2,2,2,4,2,2
1567,1566,"Ian trippin i was finna put ha out ,call another busy body bringha in && work out
",4,3,2,1,3,3,2,3,2,4,2,1
1568,1569,"But I just always keep stuff like that to my self but sometimes doingthat fucks up my days
",4,3,2,3,2,3,2,1,1,4,2,2
1569,1568,"lol causee man i was new to thaa shi ,yah kno .?,but i gotchaa li'baby !
",3,2,3,3,2,2,3,2,2,3,2,2
1570,1570,"Go To Bed , Wake Up &Go back .... My grandma work hersaggy shyt better den yu
",3,4,2,1,3,2,3,5,1,3,3,1
1571,1572,"awesome! Enjoy! If you have some free time you should stop by for a glass onthe patio. Super cool place.
",4,3,4,5,2,4,2,1,1,4,2,2
1572,1571,"positive it's not yours - cooked in. I had a dream (nightmare?) about it last night. Yes - this isthe shit i dream about
",3,2,2,3,2,2,2,1,2,3,2,2
1573,1573,"When we was all in our feelin earlier he was like ""&& thats why ima marry you && spoil thaa fuck'chaa,jus keep holdinme dwn like you do""
",3,2,2,2,3,2,3,2,2,3,3,2
1574,1575,"I wish i had app to let me kno who ne askin these questionson ask cause i swear
",4,3,2,3,1,4,2,2,1,4,2,2
1575,1574,"ion kno ,yours that sunday && mines that thursday ,my mama said shemight get me a room
",4,3,3,3,1,3,2,1,2,3,2,2
1576,1576,"I am such a huge fan you are a amazing singer and a role model to everyone maygod blessed you on everything.
",4,4,4,5,1,4,1,1,1,4,2,2
1577,1577,"That was my first time seein my mama && daddy argue like det &&ian like it AT ALL
",4,3,2,4,2,3,2,1,1,3,2,2
1578,1579,"Looking for my baby a new bedroom crib set ugh it's not easy to do somany options to choose from
",4,3,3,4,2,3,1,1,1,4,2,2
1579,1580,"ion even know why u keep putting stuff on here but u juss made statusabout a nigga u miss
",3,2,2,1,2,2,3,3,2,2,3,2
1580,1581,"I'm happy it's over. She went from in ""love"" with bill to his son. Went after a takenman and killed his baby
",3,4,2,1,4,2,1,3,2,3,3,1
1581,1578,"People only look at the bad things but they don't recognize allthe good u have done
",4,3,3,3,2,4,2,2,2,4,2,2
1582,1582,"oh! I haven't got that message but I'm getting off ofit my bill already high
",3,2,4,3,1,3,2,1,2,3,2,2
1583,1583,"Chief Keef told police it's a fast car that's why I bought it.... Ican't be mad at him
",3,2,4,3,2,3,2,1,2,3,2,2
1584,1585,"I want your energy to take control of me, I go to sleep Isee you in my dreams!☺
",3,4,2,3,2,3,2,2,2,3,2,2
1585,1586,"If back in the day they had Gatorade in glass bottles... I think theyshould bring that back lol
",3,2,4,3,1,2,2,1,2,3,3,2
1586,1584,"Can't believe some bitch ass tried to call my insurance company and say I was involved ina hit and run. Foh
",3,4,1,1,5,2,2,5,2,2,4,1
1587,1588,"I have to get breakfast I went to sleep hungry bc it was toolate to eat last night
",4,5,3,4,2,3,2,1,1,3,2,1
1588,1589,"click the burrito you want then do the drink... Put in promo code and then youput in the card number
",3,4,2,3,1,2,2,1,2,3,3,2
1589,1587,"everytime I say it she call me gay lol"" she told me but yours little jasI was like I no
",3,3,2,2,3,2,2,2,2,3,2,2
1590,1590,"fck u 50 , u a old head goin to matinee "" this the best time! No lines and peace
",3,4,2,1,4,2,2,5,2,3,4,2
1591,1591,"I use to think about immature things.... Like. Do you love me? Do you want me? You gon call melike you said you would?
",3,2,2,3,2,2,3,1,2,3,3,2
1592,1594,"For all my Greeks going to the AGP check out Greekedup Cobooth for your nalia needs!
",3,4,2,3,2,3,2,1,2,3,2,2
1593,1592,"""I knew ppl was gonna go overboard They on there suckingdick and fucking """" completely !
",2,3,1,1,4,2,4,4,2,2,4,1
1594,1593,"& I got out here just In time to put my car on theother side of the street
",3,4,3,3,2,3,2,2,2,4,2,2
1595,1596,"Bruh. When I walk in the pizza place I don't want to see yo asschomping on a pizza stick.
",3,3,2,2,2,2,3,2,2,3,3,1
1596,1595,"everytime u don't get your way don't call u, u ain't a real friend!""Oh I'm not whore ok""
",2,3,2,1,4,2,2,5,2,3,3,1
1597,1600,"girl it takes me 2wks to wash by that time I haveto wash again lol"" smh
",3,2,3,4,1,2,3,1,2,3,3,4
1598,1598,"Pop pussy baby show them niggAHs you ain't scared in here. Shake them titties baby shoe then niggayou ain't scared in here
",2,3,2,1,4,2,3,4,2,3,4,2
1599,1601,"I get so excited when I realize it's almost 4:00... Then I remember that Idon't get off until 5:00
",4,3,2,4,1,3,2,1,1,4,2,2
1600,1597,"""Nas heard your single and he hate that shit"""""" I sure hedoesn't care Wht u think
",4,3,2,1,3,2,2,4,2,3,3,1
1601,1602,"Un petit chapeau rigolo, don à la tête, don à la tête. Avec un poulet jaune, en les poissons... Surun bateau, sur un bateau
",3,2,4,3,1,2,4,1,2,3,3,2
1602,1604,"I'm nosey sometimes Damn right imma peep when I think something ain't right fuck who do like it I ain'there to make u happy
",3,5,2,1,4,2,2,4,2,3,4,1
1603,1599,"This whole moving this is so frustrating. Cause I don't want a lease somewhere Idon't plan on staying long.
",4,3,2,3,1,3,2,1,1,4,2,1
1604,1606,"Ion even know dat broad...but she know...u cant be cool wit everybody nomatter how right it is
",4,3,2,3,2,4,1,2,1,4,2,2
1605,1605,"Smh Pull, pull pull yo track pull them out your hair she gonna scream tillthey all fall down everywear
",3,2,2,3,1,2,4,1,2,3,3,2
1606,1603,"Ctfuu! I'm saying & it's funnier cause we just talked aboutlame ass people doing that
",3,4,2,1,5,1,3,5,2,2,4,1
1607,1607,"America is boring...I want something new everything is so repetitive...wanna be's afraidto be themselves, weave, ect.....
",4,3,2,1,3,3,3,3,2,4,3,2
1608,1609,"All the Big Name Mob MF's got their money on a 7 game series..if y'all think MIAMI not gowin this game y'all trippin...
",3,4,2,1,3,2,3,3,2,3,3,2
1609,1608,"I'm ready for football season!!! The NBA is full of pussies who cry about everything ohh my how the gamehas changed over the years
",2,4,2,1,4,2,3,4,2,2,3,1
1610,1610,"The SPURS aren't hardly playing like they did last game...I have never seen so many turnovers n my life fromthis team..hmmm I wonder why?
",4,3,2,3,2,4,2,1,2,3,2,1
1611,1611,"Really Jamie Foxx?! get your hands off my Jordan's WTF!!! He justset us back once again
",3,4,2,2,3,3,2,2,2,3,2,2
1612,1612,"This is prolly the easiest night to get some ass nMiami especially if they win!!
",3,4,2,3,3,3,2,2,2,3,2,2
1613,1613,"When Your Ex likes Your Pics On Instagram >>>>>>>>>>>> I Be Like YeeeeeaaahhhhhhhBitch, You Want Me Back
",3,2,2,3,2,2,2,2,2,3,2,2
1614,1615,"Damn I'm tired glad I only gotta couple weeks left my plant shutdown allof July goin to Miami
",3,4,2,3,1,3,1,1,2,3,2,2
1615,1616,"I got a pa day I'm use for work tires as hell can't go in todayplus it feel good 2day
",3,2,4,2,1,2,2,2,2,3,2,4
1616,1614,"I hate to say it but a lot these niggas on twitter lame as fuck how canu possibly tweet that much
",3,3,2,1,3,2,2,4,2,3,4,2
1617,1617,"Its crazy cause niggas lie to they HOES sayin they dont have a girlfriend buthave a whole one smh
",2,3,2,1,3,2,2,3,2,2,3,2
1618,1618,"The Higher You Go In Life The Less Noise You Will Hear (less people at the top) If Its To Noisy In Your Life TakeIt Up A Notch!!!LETS GO!!!
",4,5,3,3,3,4,2,2,1,4,1,2
1619,1619,"My Thought Of The Day: I Don't Make Many Promises But Here It Goes, Dear Life I Promise ToGive You My Best Shoot!!!
",4,5,3,4,2,3,2,1,1,4,2,1
1620,1621,"Spent the day with my youngest daughter, first it was ice cream, then it was shopping, now we r on theswings then off to dinner
",4,3,3,5,1,4,1,1,1,4,2,2
1621,1622,"The emojis I just sent Quinton. Kml, we think alike so Ikhe's qonna qet it .
",4,3,3,4,2,3,2,1,1,3,2,2
1622,1623,"You think that shit phase me? Luv, you was just a convo piece. That's it. You jumped to conclusions. Nowyou feel played... Oh well!!
",4,3,2,1,3,3,2,4,2,4,2,2
1623,1620,"I hate dis clown ass nigga mane I don't believe shythe say smh lol rs
",2,1,1,1,4,1,3,4,2,2,4,1
1624,1624,"I think It was last year when they chased that car toEC and shot it up
",2,4,2,1,4,2,3,3,2,3,3,2
1625,1626,"I won't say dat...cuz I know a lot of ppl dat didn't settle, but itdidn't take 3 months tho...
",4,3,4,4,2,3,2,1,1,4,2,2
1626,1625,"I love when the o's have a day game during the week. Listening to a baseball game on the radio and coding aretwo of my favorite things.
",4,3,3,4,2,3,1,1,1,4,2,2
1627,1627,"i may be dum, but im not the biggest jerk...nor the ugliestcuz u got that title
",3,3,3,2,2,2,2,2,3,3,3,2
1628,1628,"dat all goes back to accepting accountability of ones outcome...want the glorybut none of the blame.
",4,5,3,3,2,4,2,2,1,4,2,1
1629,1629,"I neva understood the reason for the differnt tracks...I just can't waittil they off my commute
",3,2,3,2,1,2,1,1,2,3,3,2
1630,1630,"I'm being true. I was expecting word dat Rose been killing niggaz bynow...nothing in the circuit. Nada!
",3,3,2,1,3,2,2,2,2,3,3,2
1631,1631,"well look at chu, u lil lurker...I already discussed with dion. I said I will doshow...Just wasn't for ""event"" sheesh
",4,3,2,2,3,3,2,3,2,3,2,1
1632,1632,"naw, i think i used the video the publisher had on website...its not dat hard...but denagain imma Techie 2 so....
",4,4,3,3,2,4,2,2,2,3,2,2
1633,1633,"I figga a few hussle pts should allow him to get a few buckets...but over allAntp give em dat work
",3,4,2,2,4,3,2,3,2,3,2,2
1634,1634,"im sure some goofy will settle 4 the win and wife her...or sheaccept his 4 baby mommas...
",2,3,1,1,4,2,3,4,2,2,3,2
1635,1635,"on this domestic ish rite now but imma move around after I hoop tho. I gotchu yo copy in truck
",3,4,2,2,3,2,3,2,2,3,3,2
1636,1636,"the min I sent it I was like...wait this Nate...den itwas 2 late. smh lol
",4,3,2,3,1,3,2,1,2,4,2,2
1637,1637,"that's how I felt about my baby bros...18 and 16 and they was my shadows and I changed they stinkydiapers. Both on twitter now
",4,3,3,4,2,3,2,1,1,3,2,2
1638,1641,"No White woman dat eva had a A symmetrical hair cut can convince me sheneva dated a black dude...
",2,3,2,1,4,2,3,4,2,3,3,2
1639,1638,"Why do chicks see a guy they use to mess with dats married and think...""Oh dat coulda been meif I wanted it"" ?
",2,3,2,2,3,2,2,3,2,2,3,2
1640,1640,"Im talking regular white dudes..not the Jon B white guys....They just rarely considerblack women as an option....
",3,2,2,2,3,2,2,3,2,3,3,2
1641,1643,"I give props when due! I celebrate winners! But don't try to step on me 2appear deep 2 some hoes...
",4,5,3,3,3,3,2,2,2,4,2,2
1642,1642,"Dare I go on a limb and say...That ""Black woman sass"" isn't asappealing as it once was?
",2,3,2,1,4,2,2,3,2,3,3,2
1643,1644,"2 the fellaz dats and they ex girl know it andgiggles everytime they see em...
",3,2,2,1,3,2,3,3,2,3,3,2
1644,1639,"I just seen a chick transform in front of my eyes as this dudetry to holla on my
",4,3,3,3,2,4,2,1,1,4,2,1
1645,1645,"im on youtubing listening now...and if I have to TRY to be open minded to enjoy Ifeel im thinking 2 hard.
",3,2,3,3,2,3,2,1,2,3,2,2
1646,1646,"the Gov, tryin to pay both sides against the middle and make money...the Vampers Govtis gone now Billith here
",4,3,2,3,3,4,2,2,2,4,2,1
1647,1647,"I mean, nothing wrong with a chick with good poon andnot stingy with it lol
",2,3,2,1,3,1,2,4,2,2,4,2
1648,1648,"Lez ur a jerk ass! well u neva told me u read it...ubeen all redbone busy nshit!
",2,3,1,1,4,2,3,5,2,2,4,2
1649,1649,"A chick with a ""Him"" will go on a date with another dude and set up thesmash session with ""him"" afterwards...
",3,4,2,2,3,3,2,3,2,3,2,2
1650,1650,"90 percent of black women that work downtown over 5'9 lock eyes with meas I walk past...no BS
",2,3,2,1,3,2,2,3,2,2,3,2
1651,1652,"*sets summer schedule* When KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Bruhz Picnics?
",4,3,3,4,1,4,1,1,1,4,2,2
1652,1654,"Aye imma be late to the HP picnic...prob around 5. But I still wanna ridein like purple rain lbs
",3,2,3,3,1,2,2,1,1,3,2,2
1653,1651,"If Pop plan to ""expose"" LBJ jump shot worked mogs woulda called hima genius...let the heat cook.
",4,3,2,1,3,4,2,1,2,3,2,2
1654,1653,"oooh talk to Eb bout dat...she use to say she ""wouldn't be 1 of dem women that flash herring"" NOW ask her. HA
",4,3,2,3,2,2,2,2,1,3,2,2
1655,1655,"hey as long as doing what u want yields u the results uwant. U doing right chiefette
",4,5,3,4,2,4,1,1,1,4,2,1
1656,1656,"I rather take a ""fake"" married person advice than a single person about RS, at least alevel of compromise is shown
",3,4,2,2,3,2,2,3,3,3,2,2
1657,1657,"a man that invest extensive time before getting what he want is calleda ""gentleman"" in women slang.
",4,4,3,4,2,4,1,2,1,4,2,1
1658,1658,"showing how easy it is to admit the failure can be ones own fault....I accept it and will strive todo better. Crazy world right?
",4,5,3,4,2,4,1,1,1,4,2,1
1659,1659,"And I refuse to believe I neva saw a chick breast feedand was only 1 staring!
",3,2,2,1,2,1,3,2,2,3,2,1
1660,1660,"I wish would have a groove so I can randomly rollthru..talk my shit and leave.
",4,3,3,4,2,3,1,1,1,4,2,2
