Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
1796,1796,"You already. It's the truth.\"" Already black females aren't going with us, thenthe clip is riding on them
",2,3,2,1,4,1,2,4,3,3,4,3,"u already . Its da truth."" Already sis niggas anit sliding witt us thenthe clip riden on em
",2,3,2,1,4,1,4,4,3,2,4,3
1797,1797,"My friend hasn't that friendly with me these last couple of days we are about to be a odds.
",3,3,3,3,2,3,2,2,2,3,2,2,"My lefthand anit been fukcn witt.me these last couple of dayswe bout to be beefn
",2,4,1,1,5,1,4,5,3,2,5,2
1798,1798,"The Cirtus 7's,All Black 10's, White & Red 10's and the White & Purple 10'sneed to be re-released
",3,4,3,3,2,4,2,2,2,4,2,2,"The Citrus 7's, all black 10's, white & red 10's and the white & purple 10'sneed to come back out.
",3,4,3,3,2,3,2,2,3,4,3,2
1799,1799,"Would you believe me if I said that I liked you fromthe beginning? Because..
",4,3,4,4,1,4,2,1,2,4,2,2,"Would u believe me if I said that I liked u fromthe jump?? ...... because :-/
",3,4,2,3,3,2,4,3,3,2,4,4
1800,1800,"Like, if you die and reincarnate... Do not pass Go, do not collect$200. Go directly to jail
",3,2,3,3,2,2,2,2,3,3,3,3,"Like if you die and reincarnate... Do not pass go, do not collect$200. Go directly to jail.
",3,2,3,3,2,2,2,2,3,3,3,3
1801,1801,"It's actually supposed to be an inside joke. And yes, you can come over. I'm watching it alone.
",3,2,4,4,1,3,1,1,2,4,2,2,"its suppose to be an inside joke dummy. And yes"" ode mmttssgw comeover I'm watching alake alone
",1,3,1,1,5,1,5,5,4,1,5,5
1802,1802,"Hopefully, I'll get some sleep tonight because I have to be at my second job at 7am
",3,4,3,4,1,3,1,1,1,4,2,2,"Hopefully I'll get some sleep tonight cauSe I have to be atmy 2nd job at 7am
",2,4,2,2,1,1,4,2,3,2,4,3
1803,1803,"My next day off is not until next Wednesday! I work two double shiftsthis weekend back to back!
",3,4,2,3,2,3,1,1,2,4,2,1,"My next off day not until next Wednesday.! I work two doublesthis weekend back to back.!
",2,4,2,2,2,2,3,2,3,2,4,1
1804,1804,"Sometimes, a lunch time walk is all you need to save yourjob and another motherfucker's life..
",3,4,3,2,3,3,1,3,2,4,2,1,"Sometimes a lunch time walk is all you need to save yourjob and another mofos life....
",3,4,3,1,4,2,2,4,3,3,4,1
1805,1805,"Sinus is acting up. I am here to grab food. And leave out.
",3,3,4,4,2,4,2,2,2,4,2,2,"My sinus doin thee fool right now. I'm about to grab this food, takesome mess and be out
",2,4,2,1,4,1,4,4,3,2,5,3
1806,1806,"My brother just called me and surprised me with some good news! Now Ican finally go to sleep.
",3,2,4,3,1,3,1,1,1,3,2,2,"My brother just called me and surprised me with some good news.!!!!!!!!!!!!!!! Now Ican finally go to sleep
",2,3,1,2,3,1,3,2,3,2,4,2
1807,1807,"What if this activity is just pregaming for the real gamestarting the week.
",3,2,3,3,2,2,2,1,2,3,3,2,"What if weekend services are not ""The Game"", but preparation for ""The Game"" that begins when youralarm goes off Mon am?
",3,4,3,3,2,3,1,1,2,4,2,2
1808,1808,"Are you expecting to hear from God or see Him at worktoday? If not, why not
",3,4,3,2,3,2,1,3,2,3,3,1,"Are you expecting to hear from God or see Him at worktoday? If not, why not?
",3,4,3,2,3,2,1,3,2,3,3,1
1809,1809,"This class is too long, especially since I probably, and hopefully, won't even be in this city much longer. Buta backup plan is always necessary
",3,3,3,3,2,3,2,2,2,4,2,2,"This class is too long especially seeing as I prob/hopefully won't even be in this city much longer. Butbackup plan is always necessary
",3,3,3,2,2,2,3,3,2,2,3,3
1810,1810,"Don't ever show a man that you're a good woman because they obviously will take advantage of it, let himfind out on his own and respect you for what you are
",3,4,3,3,2,3,1,2,2,3,2,1,"Never SHOW A Man That Your A Good Woman Cus OBVIOUSLY He's Gonna Take Advantage Of It , LET HIMLEARN && EARN POINTS !
",2,5,1,1,4,1,4,4,3,1,4,2
1811,1811,"I always wonder why my fridge is empty, but to be honest I already know why it is. I love food.
",3,2,3,3,1,3,1,1,2,4,2,4,"I always think why my fridge is empty but to be honest I know why itis :):):):):) I love food
",2,2,4,4,1,1,3,1,3,2,4,4
1812,1812,"Comcast stays leaving that threatening-ass, \""We were here to pick up your equipment\""post-it on my door.
",3,3,2,2,4,3,1,3,2,4,2,2,"Comcast stay leaving that threatening ass ""we were here to pick up your equipment""post it on my door.
",2,3,2,1,4,1,4,4,4,2,5,2
1813,1813,"So why is my girl missing in action? No text, nocalls. What the fuck is going on
",3,4,1,1,5,1,2,5,3,3,4,2,"Sooo Why is My First Laydee M.I.A - No txt NoCalls wtf is goin on
",3,4,2,2,4,3,3,4,2,2,3,3
1814,1814,"The people that I hung out in high school and middle school days, I don't even talk to now. They changed. But they don't matter, I'm making money.
",3,4,3,3,2,3,1,2,2,4,2,2,"… The Mfers I Fucked w/ In My Grammar && Middle School Daysx I Don't Even Fuck w/ Now . Mfers Den Changed ! ButFuck Em I'm Makin $$$
",2,4,1,1,4,1,4,5,3,2,5,1
1815,1815,"No, Flo didn't hold her hands, bow her head, and pray asking the Lord for help andcurse in the prayer. That's funny
",3,2,3,3,2,2,2,2,2,3,3,2,"No Flo DIDN'T hold hands, bow her head in prayer ask The Lord for help andcuss in the prayer! LOL
",3,2,3,2,3,2,3,3,3,2,4,3
1816,1816,"It's weird as hell I wasn't hungry yesterday. Maybebecause I was so tired
",3,2,3,3,1,2,2,1,2,3,3,2,"Weird as hell as to why I wasnt hungry yesterday, maybebecause I was so tired.
",2,2,3,3,1,2,3,1,3,2,4,2
1817,1817,"A cross dresser with a great job or a good dresser with two felonies who has notworked in three years
",3,3,3,3,3,3,2,3,3,3,3,3,"A cross dresser with a great job or a good dresser with 2 felonies who hasn'tworked in 3 yrs ?
",3,3,3,3,3,3,1,3,3,3,3,3
1818,1818,"\""Silver lining\""? Really, jackass? People could have lost their lives and you're worryingabout The Heat winning? How insensitive
",3,4,1,1,4,3,1,4,2,4,2,1,"""Silver Lining"" really Jackass? People could have lost their lives & ur worryingabout The Heat winning.How insensitive
",3,4,1,1,4,2,3,4,2,2,4,1
1819,1819,"I feel you! I only ball when there is a tournament. Still have game, though. Laugh out loud. If you ever are in Chicago City, I will play you. Laugh out loud.
",3,3,3,4,3,3,2,2,2,4,3,2,"I feel ya! I only ball when there is a tournament...still got game thou...lol. If u ever inChi city ill play u...lol
",3,3,3,3,3,2,3,2,3,3,4,3
1820,1820,"For those who are interested, I will be playing the old school and house music again on Wednesdays as of September 4th, 2013... I havemomentarily stopped playing them because of the annual jazz event
",3,2,4,4,1,3,1,1,2,4,2,1,"****ATTENTION EVERYONE I WILL RESUME THE OLD SCHOOL & HOUSE MUSIC WEDNESDAYS ON SEPTEMBER 4, 2013.. DUETO THE ANNUAL JAZZ EVENT...
",2,4,1,1,4,1,1,4,3,3,4,1
1821,1821,"I've gone bungee jumping, but I was drunk. I don't think there's enough liquor in the world to makeme jump out of a plane
",3,3,3,3,2,3,2,2,2,4,2,2,"Been bungee jumping, but I was bent. Don't think it's enough liquor in the world to getme to jump outta plane.
",2,4,2,2,3,2,3,3,3,2,4,3
1822,1822,"You are not right for holding back a tweet.Because you are running behind.
",3,3,3,3,2,3,2,2,2,3,2,2,"You wack if you decide against posting a tweet just causeyou running late for work
",2,4,1,1,4,1,3,4,3,2,4,2
1823,1823,"Too young to have a child and its surprising. Your infant must be super young since you havent been peed on.
",3,2,3,2,2,3,2,3,2,3,2,2,"whatttttttt? You gotta lil one? Smh...babies having babies. Must be a newborn if youain't been pissed on yet
",2,2,2,1,3,1,4,4,3,2,4,2
1824,1824,"It's about time obesity is recognized as a disease. People have to eat. No one has to do drugs or drink, andboth have been declared diseases
",3,3,4,4,2,3,2,2,2,3,2,2,"Its abt time obesity is recognized as a disease. People HAVE 2 eat, no1 has 2 do drugs/drink &both have been declared diseases.
",2,4,2,1,3,1,4,4,3,2,4,4
1825,1825,"Are you all doing a tasting Saturday? I missed the first few andwould love to stop by.
",4,3,4,5,1,4,1,1,1,4,2,2,"Are you guys doing a tasting Saturday? Missed the first few &would love to stop by
",3,3,4,4,1,2,2,1,2,3,4,4
1826,1826,"Uh, she wanted to recreate a Plantation Theme Wedding because she liked thenostalgia of the period? What the fuck
",3,3,1,1,4,2,1,5,2,4,2,1,"Uh she wanted 2 recreate a Plantation Theme wedding because she liked thenostalgia of the period? WTF
",3,3,1,1,4,2,3,5,3,2,4,4
1827,1827,"Cheese was a Taste of the Nation silent auction item. Bourbon was fromthe F&W event last year
",4,3,3,3,2,4,1,2,2,4,2,2,"Cheese was a taste of the nation silent auction item. Bourbon was fromthe F&W event last year.
",4,3,3,3,2,4,1,2,2,4,2,2
1828,1828,"Permit me to throw a basketball and a stick at your headand see if I weep
",4,3,3,4,2,5,1,2,1,4,1,1,"let me throw a basketball and a stick at yo headand see if cry !
",2,4,1,1,5,1,2,5,3,2,4,2
1829,1829,"Yes, ma'am, she does/I do, which makes me laugh. Are you in the 615 yet?I can't wait to come visit
",3,3,4,4,1,3,1,1,2,4,2,2,"yes maam she/her/me do lol. Are you in the 615 yet?Cant wait to come visit
",2,3,3,3,1,1,4,1,3,2,4,2
1830,1830,"We didn't even say we were going. I just said that I wanted it.You ate Hooters' food without me
",3,4,3,2,3,3,1,3,2,4,2,2,"we didnt even say we was going . I just said i want it.U had hooters w/o me
",2,4,3,1,4,1,4,4,3,2,4,4
1831,1831,"I'm mixing up a great Bellini. And yes, it is fresh puréed peach.
",4,3,4,4,2,4,1,1,1,4,2,2,"I'm mixing up a killer Bellini. And yes - it isfresh puréed peach. As if...
",3,4,2,2,4,3,2,3,2,3,3,3
1832,1832,"I am a Clippers fan from the beginning. I'm just rooting for the Pacers becausebecause I don't like the Heat
",3,2,4,4,2,3,2,2,2,4,2,2,"Ima clippers fan off dump im just going for the pacers bc ion fw the heat
",2,2,2,1,3,1,4,4,3,2,4,4
1833,1833,"Don't believe the lies, just look me in the eyes. Please don't be scared of me, please don't be scared of me.
",3,4,2,3,3,3,1,2,2,4,2,1,""".. Don't believe the lies look me in my eyes , please don't be scared if me, pleasedon't be scared of me""
",2,4,2,2,4,1,4,3,4,1,4,4
1834,1834,"I can't put up with people. I have to remind myself every dayto continue looking straight ahead
",4,4,3,3,2,4,1,2,1,4,1,1,"I can't w/ ppl .. I gotta remind myself everyday ,too continue looking Straight Forward
",3,4,2,2,3,2,3,3,2,2,4,4
1835,1835,"A lot of people on Twitter are posturing, but for whom? Because when you receive the beating that's imminent, they're going to be on here ridiculing you
",3,3,2,2,3,3,1,3,2,4,2,1,"ALOT of people on twitter fronting and for who..cause when you get that ass whooping thats coming to you..they gonbe on here clowning you.
",2,4,1,1,5,1,4,5,3,2,5,3
1836,1836,"I've been up since 6am, love. Thank you for waking me up. I was able to get myearly morning prayers in
",3,4,4,5,1,4,1,1,1,4,2,1,"Been up since 6am LOVE, thanx 4 the wake up , I'm able 2 get myearly morning prayers in .
",2,4,3,3,2,2,4,2,3,2,4,3
1837,1837,"Women came back and in good spirits. The are living.
",2,2,4,3,1,1,2,1,2,3,4,3,"The women of have returned and they are truly giving God praisethat they have SURVIVED !
",3,4,2,2,3,3,1,2,1,4,2,2
1838,1838,"It's beginning to make sense. My father was born on August 11th. Hip hop was also born on August 11th. My father was very good with words. Need I say more
",4,3,4,4,2,4,2,1,2,4,2,2,"It's beginning to make sense. My Father was born on Aug 11. Hip Hop was also born on Aug 11. Pops was Crazy withwords. Need I say more???
",3,4,2,2,3,2,4,3,3,2,4,3
1839,1839,"My shit is \""Streets Made of Gold.\"" He went in on that one.It is on repeat when I am riding.
",3,4,3,2,4,2,2,3,2,3,4,2,"my shit is ""Streets Made of Gold"" he went in on that one.""<<Oh Yea that song I puton repeat when I'm riding
",3,3,4,4,2,3,1,1,1,4,3,2
1840,1840,"This is the first time I've actually been able to watch TVin a long time
",3,2,3,3,2,3,2,2,2,3,3,3,"This Is the first time I've actually been able to watch tvin a long time ...
",2,2,3,3,2,2,2,2,2,2,4,4
1841,1841,"I took my flat-screen out and put it in the living room. Why willI sleep in here, laughing but serious
",3,2,3,3,2,3,1,2,2,4,2,2,"I Took My Flat Screen Out And Put It In The Living Room Why'llI Sleep In Here, Lbs
",2,3,2,1,3,1,4,4,3,2,4,3
1842,1842,"Dree is the only woman I really loved. The rest of those women, I don't know, were not for me
",3,3,3,3,2,3,1,2,2,3,2,2,"Dree The Only Girl I REALLY Loved. Rest Of Them GirlsIdk Were Not For Me.
",2,4,2,1,4,1,4,4,4,2,5,3
1843,1843,"I need to stop getting in my feelings, that's all... Mother fuckers.So flippy floppy with me
",3,4,2,1,4,2,2,5,2,3,4,2,"I Need To Stop Getting In My Feelings Thats All, MfssSo Flip Floppy With Me
",2,3,1,1,5,1,4,5,4,1,5,4
1844,1844,"Happy Father's Day to all the fathers, men who aren't fathers but play the role, and all of the women who haveto fill in for fathers
",4,4,4,5,2,3,2,1,2,4,2,2,"Happy Father's Day to all the fathers, men who aren't the fathers but play the role, & all the women who HAVEto fill in for fathers.
",3,4,3,4,3,2,3,2,3,3,3,3
1845,1845,"My mom is getting ready to go to my grandma's house, and Miesha is getting ready to come over. We're going to smoke.
",3,3,3,3,2,3,1,2,2,4,2,2,"My Mama Finna Go To My Grandma House, And Miesha Finna ComeOver And We Finna Smoke
",2,3,3,2,3,1,4,3,3,2,4,4
1846,1846,"I made the suggestion to go out. Now that it is time to get ready, I changed my mind. I'm terrible
",3,2,3,3,1,2,1,2,2,4,3,3,"I made the suggestion to go out. Now that is time to get ready, Ichanged my mind. I'm terrible...
",3,2,3,3,1,2,3,2,2,2,3,3
1847,1847,"I hate when men say, \""Maybe I'll carry you one day if you behave correctly.\"" How about I behave the same way andcarry myself? Good day, sir
",4,5,3,4,3,4,1,2,1,4,2,1,"I hate when dudes say ""maybe I'll carry you one day if you act right."" How about I act the same andcarry myself. Good day sir!
",3,5,3,3,4,2,2,3,2,3,4,1
1848,1848,"I can't really blame Rachel. I'm sure that her mother speaks that way. The cyclehas to be stopped somewhere.
",4,4,4,4,1,4,1,1,1,4,2,1,"Can't blame Rachel, I'm sure her mother speaks that way. The cyclehas to be stopped somewhere
",3,4,3,3,2,3,2,2,2,3,3,2
1849,1849,"Here is how I feel. Everyone has been there.
",3,2,4,4,2,4,2,2,2,4,2,2,"now u see how a Nigga be feel in !?! But don't say fuckmee I been here woop
",2,4,1,1,5,1,4,5,3,2,5,3
1850,1850,"He is doing a video with a famous personwith kirk and he isnt lying to the community.
",3,4,4,3,2,3,2,2,2,3,2,2,"I'm just ready to do a video with French Montana NdKirk bangz no lie fam
",2,4,3,2,3,1,4,3,3,2,4,3
1851,1851,"Tonight was quite eventful. I did meet some cool dude. It's crazy that noneof them like girls. Shaking my head
",2,1,2,2,1,1,2,1,3,2,4,4,"Tonight was quite eventful. I did meet some cool dude. Its crazy that noneof them like girls. Smh
",2,1,2,2,1,2,1,1,2,2,3,3
1852,1852,"That commercial is really good with the couples singing off the record. The starr song stands out.
",3,2,3,3,2,3,2,2,2,3,2,2,"I like that AT&T commerical with the couple singing off that atlanticstarr song for some reason
",3,2,4,4,1,2,1,1,2,3,3,3
1853,1853,"Do not be around for the moment. Messing with me will get you fucked if you fuck meover just for the moment
",2,4,1,1,5,1,2,5,3,3,4,2,"Don't be around for the moment, messing with me will get you fucked if you fuck meover just for the moment...
",3,4,2,2,4,2,1,4,2,4,3,1
1854,1854,"I just look like this. Don't mistake me, I will hurt youand leave you for dead.
",3,4,2,1,5,2,2,5,2,3,4,2,"I just look like this don't get it twisted I will fuck youup and leave you stankin.
",3,5,1,1,5,1,3,5,3,2,5,2
1855,1855,"It is frustrating when autotext puts the antonym of the work I'm trying to type
",4,3,4,4,2,4,1,1,2,4,2,2,"That moment when autotext insist on putting the antonym of eachword im trying to type...
",3,2,2,2,3,2,3,3,3,2,4,4
1856,1856,"It’s the moment when you wish your friend would lose because you want to go home butthey keep winning every game.
",3,3,3,3,2,3,2,2,2,3,2,3,"The moment when you wish your friend would loose because you wanna go home butthey keep winning every game
",2,3,3,3,2,2,4,2,3,2,4,3
1857,1857,"It got a little dry in the middle with those random stories, but it picked back up
",4,3,4,4,2,3,2,2,2,4,2,2,"it got a little dry in the middle with those random storiesbut it picked back up
",3,3,3,3,3,2,4,3,3,2,3,4
1858,1858,"Cookout. Seriously, stop with saying \""my pleasure.\"" That'sfor Chick-fil-a only
",3,3,2,2,2,2,1,5,2,3,4,3,"Cookout get the fuck on with that ""my pleasure"" shit... That'sfor Chik Fil a only.
",2,3,1,1,5,1,1,5,2,4,4,2
1859,1859,"Wow, that's a great story. I had to scroll down to figure out the beginning.The ankh was very interesting
",4,2,3,4,1,4,2,1,2,4,2,2,"wow that's a great story. Had to scroll down to catch the beginning.The ankh caught my eye
",3,2,3,4,1,3,1,1,2,3,3,2
1860,1860,"Dudes will want to fight if they think you are looking at their girl, but get mad when you tell them she isreally ugly. I was not looking.
",3,2,3,2,2,3,1,3,2,3,2,2,"Dudes will want to fight if they think you looking at they girl but get mad when you tell them shemad ugly I wasn’t looking
",2,2,3,1,3,1,4,4,3,2,4,1
1861,1861,"Light-skinned women are spoiled because all of you men want to perform oral sex on them and not have intercourse. Nowthey think they're the best
",2,3,2,1,4,2,2,4,3,3,4,2,"Light skin chics spoiled because y’all dudes wanna eat them out and not hit nowshe think she the shyt
",2,3,2,1,4,1,3,5,3,2,5,2
1862,1862,"Hey!  It was good to see you again! We didn’t get a chance to talkbut I wanted to congratulate you
",3,2,4,4,1,3,2,1,2,4,2,2,"Hey it was good to see you again! Didn't get a chance to talkbut wanted to congratulate you.
",3,2,3,3,1,2,3,2,3,3,3,3
1863,1863,"I’m so happy for all the young men who were drafted. I wish you allthe best with your career.
",4,3,3,4,2,4,1,1,1,4,1,1,"I'm so happy for all the young men that was drafted I wish you allthe best with your career.
",2,3,3,4,2,2,3,1,3,2,4,2
1864,1864,"You'd better stop talking about how good Red Coat Tavern is. I've had them both and Red Coatcan't come close to Cutters
",3,4,2,2,3,3,1,3,2,3,2,1,"and you're gonna stop hyping Red Coat Tavern. I've had them both and Red Coatcouldn't come close to Cutters.
",3,5,1,1,4,2,2,4,3,2,3,1
1865,1865,"One time, this man said that he actually watched the show before. What did you get in the car for then, if you know what's going to happen.
",3,2,3,3,3,3,2,3,3,3,2,2,"one time this man said he actually watched the show before wtf you get in the car for then ifyou know what's gonna happen
",2,2,2,1,4,2,3,4,4,2,4,4
1866,1866,"I wonder what reaction I would get if Danny Brown would come out to doTerrorist Threats with Ab Soul
",4,3,3,3,2,4,2,2,2,4,2,2,"I wonder what reaction would be if Danny Brown come out to doTerrorist Threats with Ab Soul.
",2,3,3,3,3,2,4,2,3,2,4,4
1867,1867,"I hate an extra motherfucker. Change what I need changes, and keep it moving. Stop askingall these irrelevant ass questions
",3,4,1,1,5,2,1,5,2,4,4,3,"I hate an extra motherfucka. Change what I need changed and keep it moving stop askingall these irrelevant ass questions
",3,4,1,1,5,2,2,5,2,3,4,3
1868,1868,"No offense, but everyone is bigger than you. lol You have to make it knownthat you aren't weak.
",2,4,2,1,4,1,1,5,3,3,4,2,"no offense, but everyone is bigger than you. Lol. Gotta step it up and make it knows straws andbeers are not a couple!
",3,2,3,2,2,2,4,4,4,2,5,4
1869,1869,"It's nice to know that the reason that I was starving yesterday was due to a lack of shawarma humors you.
",3,2,3,2,1,3,1,2,2,3,2,1,"it's nice to know my starvation yesterday due to a lackof shawarma humors you ;)
",2,2,2,1,2,1,1,3,2,3,4,1
1870,1870,"Whoever is making my bowl will put the right amount of meet without extra charges. I am being serious about my food.
",3,4,3,3,2,3,2,2,2,3,3,1,"Any worker who prepares my burrito bowl will be adding steak no double steak charge and my bowl will have enoughrice. Not time for games
",2,5,1,1,4,1,1,4,3,2,4,1
1871,1871,"Oh no, you butt hole licker, you go to school. I haven't seen my baby in a while.
",2,3,1,1,4,2,2,5,3,3,4,2,"oh no butthole licker you go to school whaaa ? Mama (me) hasn't seen herbaby (you) in a while
",1,3,1,1,4,1,5,5,4,1,5,3
1872,1872,"Aren't they a little late with selling this chicken and waffle chips? Wasn't that the last flavor that won the challenge?
",3,2,3,3,2,2,2,2,3,3,3,2,"Aren't they a little late with selling this chicken and waffle chips or was that theflavor that won the challenge?
",4,2,4,4,1,3,1,1,2,4,2,2
1873,1873,"They are talking about making $30,000 a month, but you didn't sign up, and eight months later, they are in the samesituation that they've been in. Broke
",3,3,3,3,2,3,1,2,2,4,2,2,"They talk about makin 30k/month, But u dont sign up, and 8months later they in the samesituation they been in. Broke.
",2,3,3,2,3,2,3,3,3,2,4,3
1874,1874,"I wish I knew someone with a truck. I am not trying to spend200 on a U-Haul truck.
",3,3,4,4,1,3,1,1,2,4,2,3,"Wish I knew someone with a truck ain't eem tryna spend200 on a uhaul truck
",2,3,2,1,3,1,4,3,3,2,4,4
1875,1875,"Let me tell you about how I went to urinate this morning and my hat fell into thetoilet. I am pissed. In more ways than one
",3,2,1,2,3,2,1,2,2,3,3,1,"Lets talk about how I went pee this morning and my damn bonnet fell in thetoilet. Pissed. Literally and figuratively
",3,2,1,2,3,2,1,2,2,3,3,1
1876,1876,"I’ve been hearing these schemes since I was 18 years old. I haven’t seen one guy closeto me become a “billionaire”.
",3,3,3,3,2,4,2,2,2,4,2,2,"I been hearing these schemes since i was 18yrs old... I aint seen one dude closeto me become a ""billionaire""...
",2,3,3,2,3,2,3,3,3,2,4,3
1877,1877,"Sometimes, it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated
",3,3,3,4,2,3,1,1,2,4,2,2,"Sometimes it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated.
",3,3,3,4,2,3,1,1,2,4,2,2
1878,1878,"Of course, it's about ratings and money. Has to go seven games to sell ticketsand make money on commercials
",3,2,3,3,2,3,1,2,2,4,2,1,"of course... It's about ratings and money... Gotta go 7 games to sale tixand make money on comericals.
",2,3,2,2,3,2,3,3,3,2,4,4
1879,1879,"Cleanser and Benzoyl Peroxide: I'm out of town, and accidentally left my stuff. So, my skin is kind ofmad at me right now
",3,2,3,3,1,3,1,1,2,4,2,2,"cleanser and benzoyl peroxide.: Im out of town and I accidentally left my stuff so my skin is kind ofmad at me right now
",2,2,3,3,1,2,2,1,3,3,3,3
1880,1880,"This panel doesn't have any jokes: no pranks, no arguments. Chuck,Kenny, and Shaq are clowning
",4,3,3,4,2,4,2,2,2,4,2,2,"This panel aint got no jokes... No pranks... No arguments... Chuck,Kenny, and SHAQ be clowning.
",3,3,3,2,3,2,3,3,3,2,4,3
1881,1881,"Don't you have an issue with it giving you raccoon eyes? Because at the end of the day, that'swhat I'm dealing with. I'm laughing.
",3,2,3,2,3,3,2,3,2,3,3,1,"you don't have an issue with it giving you raccoon eyes? Cause by the end of the day that'swhat I'm dealing with lol
",3,2,3,3,2,2,2,2,2,2,3,3
1882,1882,"I really need to make breakfast, but I've been lazy this week.I'll get back on it next week
",3,2,3,4,1,3,1,1,2,4,2,4,"I really need to make breakfast butttttt I've been lazy this weekback on it next week
",2,2,3,3,1,1,3,2,3,2,4,4
1883,1883,"Don't count how many new friends you can make. Count how manyold ones you can keep
",4,3,4,4,2,3,1,1,1,4,2,2,"Don't count how many new friends you can make. Count how manyold ones you can keep.""
",4,3,4,4,2,3,1,1,1,4,2,2
1884,1884,"I take my charger everywhere. The school, the library, the beach, the mall, the park, the church, the hospital. You neverknow where a socket will be
",3,4,3,3,2,3,1,1,2,4,2,2,"I take my charger EVERYWHERE! School Library Beach Mall Park Church Hospital you neverknow where a socket at.""
",2,5,2,2,3,1,4,3,3,2,4,1
1885,1885,"Don't judge me, I just hate ratchet-ass bitches. Like that shit is not cool, why do you want tobe ratchet? Let me know
",3,2,3,2,3,3,2,3,2,4,2,2,"Don't judge me I jus hate ratchet ass bitchez ! Like dat shyt not kool y u wannabe ratchet let me no
",2,3,2,1,4,1,4,4,3,2,4,4
1886,1886,"I arrive at my destination, and these women are upset because I don’t want to be in a relationship with them. Go do something better with your time, woman
",3,3,2,2,3,3,1,4,2,3,2,2,"I Roll Up n these hoes be hating becuz I don't wont themget a life bitch !!!
",1,4,1,1,5,1,4,5,4,1,5,1
1887,1887,"Yes, I gave the bag back on Tuesday... But now I think I'mcoming down with a cold
",4,3,4,4,1,4,1,1,1,4,2,2,"yep i gave the bag back tuesday.. But now i think imcoming down with a cold
",3,3,3,2,2,2,2,2,2,2,4,4
1888,1888,"I'm kind of about to pass out on my couch... But before I do, canI say the shit I wanna say, Twitter
",3,4,2,2,3,2,2,3,2,3,3,4,"Im lowkey about to pass out on my couch... But before i do cani talk my shit twitter
",3,4,2,2,3,3,2,3,2,3,2,4
1889,1889,"The trouble with being my complexion is that I get confused when Black Twitter talks badly about light skinned girls... AmI grouped in that category
",3,2,3,3,2,2,2,2,3,3,3,2,"the trouble with being my complexion is I get confused when black twitter disses light skin girls…amI grouped in that category?
",3,2,3,3,2,3,1,2,2,4,2,2
1890,1890,"Okay. I'm over all these Kendrick memes, man... You can't flood my timeline or Instagram like it's the rapesloth or Drake walking away
",3,2,3,3,2,3,1,2,2,3,2,2,"Ok Im over all these Kendrick Memes man… you can't flood my timeline or instagram like its the rapesloth or drake walking away
",2,2,3,2,3,2,3,3,3,2,4,4
1891,1891,"I'm laughing my ass off. Don't judge me, man. I just like to interact with my animal crackersbefore they meet their demise
",3,3,3,3,2,2,2,2,2,4,3,2,"LMAO don't judge me man I just like to interact with my animal crackersbefore they meet there demise
",3,3,3,3,2,3,3,2,2,3,3,3
1892,1892,"Bow Wow you can't go back to dating Ciara because she is dating 50 cent. He has memories with her waiting for you to try and date her again.
",3,2,3,2,2,2,1,3,3,3,3,1,"Bow Wow u cant get Ciara back... U knew it was over after 50 Cent got a hold of her. He got her on tapewaitin for u to slip
",3,3,2,1,4,2,1,4,2,3,3,1
1893,1893,"Juicy J has me throwing money at strippers this morning viahis game on his site.
",3,2,3,2,2,2,1,3,3,3,4,2,"Juicy J has me throwing money at strippers this morning viahis game on his site
",3,2,3,2,2,2,1,3,3,3,4,2
1894,1894,"I wonder what the rap industry would be like if Biggie Smallsand Tupac were still aliv
",4,3,3,4,2,4,1,1,2,4,2,2,"Wonder what the rap game would be like if biggie smallsand 2pac was still alive
",3,3,3,3,2,2,3,2,3,2,4,3
1895,1895,"A black man rather be with the hoe than to be with the female who heldthem down. I do not get it.
",3,2,3,2,3,3,2,3,2,3,3,2,"A nigga rather be with the hoe than to be with the female who heldthem down...I don't get it
",2,3,2,1,4,2,3,4,3,2,4,3
1896,1896,"Tell her hungry self she isn't going to watch the game. She just wantsto eat, not spend time with me.
",3,3,3,2,2,3,1,3,2,4,2,2,"Telly hungry ass ain't going to watch the game she just wannaeat lol"" don't do me
",2,3,2,1,4,1,4,5,3,2,4,3
1897,1897,"I am always hungry.Even before I fall asleep.
",3,2,3,3,2,2,2,1,2,3,3,3,"I always wake up hungry no matter how much I eatbefore I go to bed
",3,3,3,3,2,2,2,1,2,3,3,2
1898,1898,"Some people are asking questions and answering them to repost for social media followers. How do you know?
",3,2,4,4,2,4,2,2,2,4,2,2,"Half y'all mfs ask y'all own questions on ask.me and answer them..I be knowinglol"" lmao how you know
",3,3,2,1,4,2,3,4,2,2,4,3
1899,1899,"Having your ass eaten is such a violation. I could never look at him the same way again. Have a seat under the bed, bitch
",3,4,1,1,5,2,1,5,3,4,4,1,"Getting your ass ate feels so violating I could never look at him the same again"" have aseat under the bed bih
",3,4,1,1,5,2,2,5,3,2,4,2
