Text,Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual,AAVE Line
"Why do women see a guy they use to date that is now married and think...\""Oh, I could have been the one he marriedif I wanted to stick around\""",2.0,6.0,4.0,8.0,3.0,1.0,5.0,"Why do chicks see a guy they use to mess with dats married and think...""Oh dat coulda been meif I wanted it"" ?"
It's like this woman is changing her tone as the guy is trying to flirt He is trying his flirt game hard.,4.0,6.0,5.0,2.0,8.0,1.0,3.0,I just seen a chick transform in front of my eyes as this dudetry to holla on my
To the feller's dad and their ex-girl knows it and giggles every time they see me.,4.0,7.0,3.0,2.0,6.0,5.0,8.0,2 the fellaz dats and they ex girl know it andgiggles everytime they see em...
"I'm on www.youtube.com. I'm listening now, and if I have to be open minded to enjoyI feel that I'm thinking too hard.",2.0,1.0,4.0,5.0,8.0,7.0,9.0,im on youtubing listening now...and if I have to TRY to be open minded to enjoy Ifeel im thinking 2 hard.
The Governor is trying to pay both sides against the middle and make money. The Vampers Governmentis gone now.,6.0,4.0,5.0,8.0,7.0,2.0,9.0,"the Gov, tryin to pay both sides against the middle and make money...the Vampers Govtis gone now Billith here"
*Sets summer schedule* When are the KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Brothers Picnics,4.0,2.0,3.0,1.0,5.0,8.0,6.0,*sets summer schedule* When KP playoff games? Hyde Park Alumni Picnic? House Picnic? Taste?Crunch Brunch Picnic? Bruhz Picnics?
"All right, I'm going to be late to the HP picnic... I'll probably be there around 5pm. But I still want to ridein like purple rain lbs",4.0,6.0,5.0,2.0,7.0,8.0,3.0,Aye imma be late to the HP picnic...prob around 5. But I still wanna ridein like purple rain lbs
Being you is important on how you judge success. You are doing the right thing by following your own path.,7.0,9.0,6.0,2.0,8.0,4.0,5.0,hey as long as doing what u want yields u the results uwant. U doing right chiefette
"A man that invests extensive time before getting what he wants is calleda \""gentleman\"" in women's slang",7.0,9.0,8.0,2.0,6.0,1.0,9.0,"a man that invest extensive time before getting what he want is calleda ""gentleman"" in women slang."
"Showing how easy it is to admit the failure can be one's own fault. I accept it, and will strive todo better. Crazy world, right",7.0,9.0,6.0,2.0,8.0,4.0,9.0,showing how easy it is to admit the failure can be ones own fault....I accept it and will strive todo better. Crazy world right?
I would loe to have a routine so I can get into a processjust walk through my platform and leave.,6.0,4.0,5.0,2.0,7.0,8.0,0.0,I wish would have a groove so I can randomly rollthru..talk my shit and leave.
"I'm pretty, but I am not beautiful. I sin, but I am not the devil. I'm good, but I amnot an angel. -Marilyn Monro",6.0,9.0,8.0,4.0,7.0,3.0,2.0,"I'm Pretty, But I Am Not Beautiful. I Sin, But I Am Not The Devil. I'm Good, But I AmNot An Angel. -Marilyn Monroe."
"Thank you, everyone, for the Father's Day wishes. I am sending blessings toall of the fathers out there.",6.0,9.0,7.0,0.0,8.0,3.0,8.0,"Thank you everyone for the Father's Day wishes. Sending blessings toall the fathers out there."""
Got new game system and games. We were able to accomplish this before the year.,6.0,9.0,8.0,2.0,7.0,1.0,10.0,"Can't believe we get new consoles, New GTA, new BF, new Splinter Cell,Watch Dogs, AC4, Dead Rising 3,ArkhamOrigins b4 the years over.#2013"
"Oh no, I didn't even know that she was there. There wasn't anyparking, now I feel bad",4.0,7.0,2.0,1.0,6.0,5.0,0.0,oh no!!! I didn't even know she was there. There was noparking. Smh. I feel bad!
"And, to be honest, I hate Yale. Laugh out loud. I just like a fewpeople on my dad's side.",4.0,6.0,3.0,8.0,5.0,2.0,1.0,And tbh I hate Yale lol I just like a fewpeople on my daddy side
Tossing a salad? Swimming in each other.,4.0,8.0,3.0,6.0,9.0,7.0,5.0,Me & your momma will make a salad and play in itlike it's a pool lol..!!!!????????
Sitting in the dark like a real man. Now that's some jail type talkand like real talk.,4.0,3.0,2.0,8.0,1.0,9.0,0.0,"-Chillin In The Dark Like A Real Nigga.!""naw that's some penitentiary shit gettinraped real nigga shit lmfao"
I think that I'm going to have my 18th birthday in Ohio. Then again it's really cold. All I know that is I want something big.,6.0,8.0,5.0,2.0,7.0,4.0,3.0,Think ima have my 18th bday in Ohio. Then again It's gne cold as shit. All I knowis I want something big
"Ion really trusts what people say I've just been lied to so many times it'slike damn it, don't trust anyone",6.0,4.0,5.0,8.0,2.0,0.0,3.0,Ion really believe shit people say I just been lied to so many times It'slike Fuck dat.Trust no one
"At 2 PM, we are giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass Tech on June 29, 2013",4.0,8.0,3.0,0.0,6.0,2.0,9.0,"At 2pm we will be giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass tech On June 29,2013."
"Tyga and Big Sean, I love it. The beat is hard! I don'tlike the song too much",4.0,5.0,3.0,6.0,7.0,2.0,1.0,Tyga & big Sean - I'm gone. The beat tuff I don'tlike the song to much.
The alarm sounds mellow and I cant believe its an alarm. Could it be something else?,7.0,9.0,8.0,2.0,6.0,5.0,4.0,lOl GA's Tornado Siren Sounds So Weak.! I'm Not 100% Positive That's What It Is...But WhatElse Could It Be? Smh
"Alright listen, I have a special on tattoos. Bring two and spend $25 and get one free. Nobullshit. Hit me up for more information",4.0,6.0,2.0,8.0,7.0,3.0,0.0,AYE LISTEN GOT AH SPECIAL ON TATTOOS BRING 2 SPENDIN 25 GET YOU 1 FREE NOBULL HMU FOR MORE INFO!!!!!!!!!!!
I'm about to kick my feet up and sip on a little drinkydrink to ease my mind,4.0,9.0,7.0,2.0,8.0,9.0,3.0,Bought to kick my feet up and sip on a lil drinkydrink to ease my mind
"I can't lie, when I worked for future care I wanted to work in housekeeping. They swear they had the best job.",4.0,8.0,5.0,2.0,6.0,7.0,9.0,I can't lie when I worked for future care I wanted to work in housekeeping lmao... They swearthey had tha best job!!!
Please tell your friend that her braids look fucked up. I keep wanting to twist those bigthings up into a bun,2.0,0.0,1.0,0.0,8.0,5.0,0.0,Pls tell y'all friend her braids looked fuck'd up... Keep wanting to twist them bigshits up in a bun
"I am in no way trying to rush myself to grow up, but ages 21 and up just have more options thanages 20 and under do, that's funny",4.0,7.0,5.0,2.0,6.0,3.0,8.0,I am in no way Tryna rush to grow up but 21 and up just got more options then20 and under do lol
"I need to figure out how to manage these two jobs. Well, ifI get the other one",8.0,7.0,4.0,3.0,5.0,0.0,9.0,I need to try and work these too jobs out; well ifI get the other one
I need to find some Air Jordan Pink 11s. I don't know what I was thinkingnot getting them when I had the chance,4.0,6.0,5.0,2.0,7.0,3.0,9.0,I need to find those pink 11s; wtf was I thinkingnot going to get them
Sometime over the past week I forgot the entire plot of HarryPotter. Poof. It's all gone,4.0,8.0,6.0,2.0,9.0,8.0,0.0,Somewhere in the past week I forgot then entire plot of HarryPotter. Poof. It's all gone.
I saw one of those son of a guns in a yard on my way hometoday. I right near stole him.,4.0,2.0,1.0,6.0,7.0,8.0,1.0,Saw one of those son of a guns in a yard on my way hometoday. Right near stole him.
"I would be a terrible kitty owner. I am not home enough to keep it company, andsomeone else took it home.",4.0,2.0,1.0,0.0,3.0,6.0,7.0,I'd be a terrible kitty owner. I'm not home enough to keep it company...andsomeone else took it home.
"Man, fuck that hoe. Man, my brother and them had thathow, and then Bryan Frazier",4.0,2.0,3.0,0.0,6.0,7.0,0.0,Man fuck dat hoe man my nigga n dem had dathoe n the Bryan Frazier
"I've been listening to my SL brothers all day, but not because they're my friends. They're just better than you rappers.",6.0,2.0,5.0,8.0,4.0,3.0,9.0,I been listening to my SL bros all day...but not because they my homies theyjust better than you rappers
"We'l you should've came to the best person for the job, which happens to be me but I understandyou don't deal with me anymore.",4.0,2.0,5.0,7.0,6.0,8.0,3.0,we'll u should have came to the beat person for the job...... Me but I see udon't fuck wit me nomore
"Tell your sister that you are a grown woman and you can make your owndecisions, thanks for her concern",3.0,4.0,2.0,9.0,6.0,1.0,0.0,tell yo sister that you R a grown woman and U can make UR owndecisions... Thanks for her concern...
"If you read both of the tweets, I changed it up for you, because you're specia",6.0,4.0,3.0,8.0,5.0,9.0,1.0,if U read both of the tweets... I changed it up forU because U R special...
When you try to start issues. I dont need to be involved.,4.0,2.0,3.0,8.0,6.0,7.0,0.0,"Sometimes the shit you fuck with, is just not what mylife needs to fuck with."
"The only logical reason to watch basketball is because of men who date the Kardashians. Is that similar to pretending to like \""Downton Abbey?\",2.0,1.0,2.0,7.0,3.0,4.0,1.0,The only logical reason to watch basketball is Kardashian-related men. is that likepretending to like Downton Abbey?
rachel has been ignoring the texts. I am going to confront her. I will put her in her place,2.0,1.0,3.0,0.0,6.0,4.0,8.0,If dis rachet hoe dnt txt me bck>> ima walk to haa housend slap haa ugly ass!
"This lady is supposed to sing \""The Negro National Anthem\"" but she just whispers to me \""Idon't know the words\"". Huh",4.0,6.0,5.0,2.0,7.0,1.0,8.0,"This lady is suppose to sing The Negro National Anthem but she just whispers to me "" Idon't know the words"" huh?"
"It's too early for the drunken friday night club pictures on instagram, right? Because I just saw a..",4.0,6.0,7.0,8.0,2.0,9.0,1.0,Its too early for the Drunk busted friday night club pics on IG right?Cause I just saw a.....
"As Salaam Alaikum, how can we help our children in public school to stop being funneled into prison.",8.0,9.0,7.0,0.0,8.0,0.0,0.0,As Salaam Alaikum how can we help our children in public school tostop being funneled into prison.
"You stop talking to me and yes, I do. What did you just do thatyou need a confirmation code for",2.0,4.0,3.0,8.0,7.0,5.0,1.0,"you stop talking to me, & yes I Do. What you just made thatyou need a confirmation code?"
"Hey, we are gonna go have some family time today. I will sneek in some schoolwork photosI need for my assignment",7.0,9.0,6.0,0.0,8.0,4.0,9.0,Hey world gonna do some family time today. And I will Sneek in some schoolflow photosI need for my assignment.
So I got into trouble for leaving work early!!! If it ain't one thing it's another.With mac and Sac!!,4.0,2.0,1.0,7.0,6.0,9.0,0.0,So i got in trouble for leaving work early!!! If i aint on thang is anotherwit mac and sac!!!!
"People were standing in line all night just to be the first customers at the new Chic-fil-a inHampton Cove, and it's not that deep.",4.0,6.0,3.0,7.0,5.0,8.0,9.0,People stood in line all night just be the first customers at the new chickfila inHamptonCove. It's not that deep.
My mom is in Miami getting ready to go on a cruise while I'm in HSV in theclassroom on a damn Saturday,4.0,2.0,1.0,6.0,8.0,5.0,0.0,My mom is in Miami getting ready to go on a cruise while I'm in hsv in theclassroom on a damn Saturday
"Their spread offense is totally different. They are going to pass first offense. His blind side tackle is gone, so there are big shoes to fill.",6.0,3.0,4.0,7.0,5.0,2.0,0.0,their spread offense is totally different. They are a pass first O. His blind side tackle isgone. Big shoes to fill
"I just liked it for the documentaries, but the same ones have beenon there for over a year",4.0,6.0,3.0,5.0,7.0,8.0,2.0,I just liked it for the documentaries but the same ones beenon there over a year.
You have to love that old Wine-O in the neighborhood. I havea two-month update in five minutes.,4.0,6.0,2.0,8.0,7.0,9.0,0.0,U gotta love that old wine-o in the hood I gota 2month update in 5min
"Only God makes the rain fall, and it's falling a lot in Queens. But I don't have to go out, so let it rain, letit rain, let it rain",2.0,4.0,1.0,6.0,8.0,9.0,1.0,"Only God makes the rain fall and it's falling a lot in Queens, but I don't have to go out so let it rain, letit rain, let it rain!"
"Inner city translation of \""Let me call you back\"" is \""You have a great rest of the day. Talkto you tomorrow.\"" I'm laughing my ass off, I'm just saying",4.0,2.0,1.0,0.0,5.0,6.0,3.0,Ghetto translation~Lemme Call you back = You have a great rest of the day. Talkto you tomorrow lmao ijs
Genius invention would be an alarm clock that releases the smell of bacon in the morning. It would always wake people up.,6.0,8.0,4.0,2.0,9.0,7.0,3.0,Somebody needs to invent an alarm clock that releases the smell of bacon. A nukkawould never be late lol
"If I get one more damn mosquito bite. I know I'm caramel colored and tasty looking, but I'm sure there is some other fat people togo bite on, what the fuck, I'm laughing",4.0,3.0,6.0,8.0,7.0,2.0,5.0,"If one more damn Mosquito bite me...... I know I'm Carmel and tasty looking, but I'm sure its some other fat ppl togo bite on wtf lol"
You know when you wake up with so much energy it makes you lazy. That's really crazy,2.0,3.0,1.0,5.0,7.0,9.0,4.0,You know when you wakeup wit so much energy it makeyou lazy. That's hella crazy
"If I was your best friend, would you let me do all the things that only a best friend can do?",7.0,9.0,8.0,5.0,6.0,3.0,9.0,"If I was ur best friend, would you let me do all the things thatonly a best friend can?"
I have a headache since I haven't been to sleep in two days. I'm going to sleep so good tonight. I have a hair appointmenttomorrow or a cut. I'm scared,2.0,8.0,6.0,0.0,9.0,7.0,5.0,I have a head ache having been to sleep in 2days I'm going to sleep so good tonight hair appointmenttomorrow Or cut I'm scared.
"So, I'm very late. I had no idea that David Correy got a record deal. I loved him. I was so mad that he was voted off so early.",4.0,8.0,7.0,2.0,9.0,6.0,9.0,So I'm extra late I had no idea David Correy got a record deal. I loved him I was so mad hewas voted off so early.
"You ask for my number. I tell you, \""I have a boyfriend.\"" Your response, \""So, I like competition.\"" N-wordsdon't have any respect. That's funny",2.0,1.0,2.0,7.0,3.0,1.0,4.0,"U ask 4 my number..I tell u I have a bf..Ur response ""SO, I like competition."".niggasain't got no respect lol"
"What's up Tweed family? I have been up since 12 yesterday, that's funny.Shaking my head, always good morning",4.0,8.0,2.0,0.0,6.0,7.0,0.0,Wassup tweed fam? I have been up since 12 yesterday .lolsmh Alwayz gm ! :0)
"My shoe collection is lacking right now. I need new work shoes, running shoes, Sperry's or loafers, and regular tennisshoes. I have to get it together",6.0,8.0,7.0,2.0,8.0,4.0,9.0,"My shoe game is so weak right now. Need new work shoes, running shoes, sperry's/loafers and reg tennisshoes. Must step it up"
"Are you tired of hitting the beauty supplies and copying that black number one? Is your wig busted, disgusted, fried, dyed, and leaningto the side? Hit me up.",4.0,2.0,0.0,8.0,6.0,7.0,1.0,R U TIRED OF HITIN THE BEAUTY SUPPLY AND COPPIN THAT BLACK NO.1! IS YOUR WIG BUSTED DISCUSTED FRYD DYED LEANIN2 DA SIDE HIT UP
"For once, can I meet a handsome, respectful guy with pants that do not sag? That is bad. At least don't have them sag so low. Ugh",4.0,6.0,7.0,8.0,9.0,2.0,3.0,For once can I meet a handsome respectful guy tht DOES NOT SAG HIS PANTS !!!!!???? Tht is trifling...at least notsoo low ! Ugh !
"If we say to bring two forms of ID with you, why wouldyou bring just one with you",4.0,9.0,8.0,1.0,7.0,2.0,10.0,If we say two forms of ID why the fuck wouldyou come with just one...
I assumed I was making headwind. I am worried.,6.0,8.0,9.0,4.0,7.0,5.0,10.0,I thought I was making progress but I guess I was wrong. Smhthis is really bothering me.
"Dude comes to the mall with friends. it's raining. He gets his car to pick his friends up in front of the mall...It was only sprinkling, that's funny",4.0,6.0,2.0,1.0,5.0,8.0,3.0,Dude comes to the mall with friends. It's raining. He gets his car to pick his friends up in front of the mall..It was only sprinkling lol
I’m probably the only motherfucker on the planet that doesn’t like hot doughnuts. I hate whenthe hot sign is on.,6.0,3.0,4.0,8.0,7.0,2.0,0.0,I'm prob the only motherfucka on this planet that doesn't like hot doughnuts... Hate whenthe hot sign is on
I’m getting ready to jog this morning! I need to get my health back in order. I've been negligent for a while soI have work to do.,4.0,8.0,6.0,2.0,9.0,7.0,9.0,Getting ready to get jog on this morning! I need to get my health back in order. I've been a bad boy for a while soI have work to do.
"And as a shopaholic... I'm taking strides to be better with money... And I'm cutting up my credit cards, andremoving them from my PayPal",6.0,7.0,4.0,2.0,8.0,9.0,5.0,And as a shopaholic... I'm taking strides to be better with money... And I'm cutting up my credit cards andremoving them from my PayPal
Chili cheese fries with jalapeños sounds so good. Where can Iget something good like this,6.0,8.0,4.0,2.0,7.0,3.0,5.0,Chilli cheese fries with jalapeños sounds soooooo good. Where can Iget something good like this?
Damn. Why aren't any of my favorite shows on On Demand yet? I don't want to wait towatch them until next week,6.0,7.0,5.0,3.0,8.0,4.0,9.0,Damn why aren't any of my shows on demand yet! I don't want to wait towatch them until next week
I saw Dr. King's speech in its entirety yesterday for thefirst time. I'm still moved,8.0,9.0,7.0,1.0,10.0,2.0,1.0,"I saw Dr. King's speech in its entirety yesterday for thefirst time, I'm still moved."
"It's a great day for fathers. Add to the legacy, or build a newone with your little ones",6.0,9.0,7.0,2.0,8.0,3.0,8.0,A great day for the fathers. Add to the legacy. Or build a newone with your little ones
be careful as some deals with fall through. understand the deal and take time with it.,8.0,9.0,7.0,3.0,6.0,2.0,9.0,Taking precautions. Not every deal is solid. And might bring on lessons that u wished uwere patient to learn first.
I don't think it's hard to find love.  I believe everyone is on a different level in life.  No need to rus,6.0,8.0,5.0,1.0,7.0,3.0,0.0,I don't think it's hard to find love. I believe everybody are on different levels inlife. No need to rush
"I feel like Stiles might become a beta to save his dad, judging by thepreview for next Monday.",6.0,8.0,4.0,2.0,7.0,5.0,3.0,I feel like stiles might become a beta to save his dad judging by thepreview for next Monday :D
"I'm still up. Man, World War Z was pretty good. It's a good picture to watch",6.0,0.0,4.0,3.0,7.0,0.0,2.0,"I'm still up, man world war z was pretty hood. It'sa good picture to watch"
"I believe that God makes NO mistakes and that everything happens for a reason, whether   it's good or bad",4.0,8.0,6.0,2.0,9.0,7.0,5.0,I believe that God makes NO mistakes and that everything happens for a reason...whetherit be good or bad
Why would you make someone promise not to drink when they're already drunk? That'sjust really sneaky. I'm laughing out loud,6.0,4.0,7.0,3.0,8.0,9.0,2.0,"How u have somebody make a promise not to drink when they drunk tho? That'sjuss down right sneaky"" lmao"
"It's way past my bedtime, but there's so much on my mind thatsleep is near impossible",7.0,8.0,6.0,3.0,9.0,4.0,5.0,It's way past my bedtime but so much on my mind thatsleep is no where near
I know I have became a real adult when I allI want to do is work.,7.0,4.0,5.0,8.0,6.0,9.0,8.0,I know I don't grew into my own when I allI wanna do is grind
"I'm so fucking irritated. Everybody is fucking blowing the shit out ofmy life. I'm done, say no more",2.0,1.0,2.0,8.0,9.0,1.0,2.0,"I'm so fucking,(irratated)like everybody is fucking blowing Da shit out ofmy Life#im done say nomore:-("
"I have eaten Lou's and Harolds in the last three days. Diet, here I come. I have been working out but aboutto go into cardio overload.",6.0,4.0,7.0,8.0,5.0,9.0,2.0,Ive eaten Lou's and Harolds in the last 3 days. Diet here I come. I been working out but aboutto go in cardio overload.
"People who know me, know that I've been to hell and back, and I can finally say that I'm happy.",8.0,9.0,7.0,3.0,6.0,2.0,8.0,People who know me know I been to hell and back andI can FINALLY say...IM HAPPY
"This cold is making me want to pour myself a drink, because I need to be healthyfor this work week coming up",4.0,6.0,2.0,0.0,5.0,8.0,0.0,This cold making me about to pour me a drink cause I need to be wellfor this work week ahead
They're mad about the government tapping phone lines. I don't care. Idon't have anything to hide,6.0,8.0,4.0,2.0,7.0,5.0,3.0,They're mad about the gov't tapping phone lines. I don't care. Idon't have anything to hide
"I'm trying to get my priorities in order and save money, they'll be no more celebration, andI'm going home in September",4.0,7.0,6.0,8.0,9.0,2.0,8.0,naw working. Trying to get my priorities in order an get my money up so no extra kicking it andI'm going home in sept
I used to be a ball of energy before class. I got there and it felt like Ihad been up all night,6.0,9.0,7.0,2.0,8.0,4.0,5.0,I used to be a ball of energy before class. Got there and felt like Ihad been up all night
"I mean, I know that I don't have the best grammar in the world, but I canput a sentence together.",4.0,8.0,6.0,2.0,7.0,3.0,9.0,I mean I know I don't have the best grammar in the world but I canput a sentence together ll
We used to go so hard on it. We were probably two bottlesaway from turning into lemons. Laugh out loud.,4.0,6.0,2.0,1.0,7.0,3.0,8.0,We used to go so hard on it. We were probably two bottlesfrom turning into lemons lol
"I can understand a month or two, but not two weeks! I'm going to go outa crazy person. I'm laughing",4.0,2.0,1.0,6.0,3.0,7.0,8.0,I can understand like a month or 2. Not 2 weeks! I'm bout to be out herewith 1 big loc lol
"At the end of the day, I can't respect or forgive the BaltimoreRavens for breaking RGIII's leg",2.0,4.0,1.0,8.0,5.0,3.0,0.0,"At the end of the day, I cant respect or forgive the BaltimoreRavens for breakin RGIII leg"
Why do you have to go there though? Some of us don'thave a lie (runs away).,2.0,4.0,6.0,8.0,7.0,9.0,1.0,why u have tuh go there tho SOME OF US DONTHAVE AH LIE (RUNS AWAY)
Mindless Behavior has motivational songs. I'm listening to them now to get through this second day of school. Thank you Mindless Behavior.,4.0,6.0,2.0,1.0,8.0,5.0,3.0,Mindless Behavior Songs Motivate Me to Try Harder.So Im Listening to them Now To Get Threw ThiS 2ndDay Of School. Thx Mb
When did a national tour become national if it's not recognized by the Broadway League.,6.0,4.0,3.0,7.0,8.0,2.0,1.0,When did a national tour become a national tour if its notrecognized by the Broadway League.
It feels great to wake up in the morning without being hungover. And yesterday I almost had a drink!I didn't drink,7.0,8.0,6.0,3.0,5.0,9.0,2.0,It feels good to wake up and not have any type of hangover and I almost relapse yesterday!I stayed on the wagon
Not having a good day today at all... but it will get better.The Devil won't knock my spirits,8.0,7.0,6.0,4.0,9.0,3.0,8.0,Not having a good day today at all...but it will get better.Devil wont knock my spirits.
"I haven't been here in a minute, and I had to make sure you weren't acting to old.",4.0,2.0,3.0,6.0,5.0,8.0,0.0,"cus I ain't been on here in a minute, had to makesure you wasn't being grown."
"So, how many platinum albums had he produced? Full albums? After Aaliyahdied, Timbaland’s career died.",6.0,8.0,9.0,7.0,4.0,3.0,10.0,Soooo how many Platinum albums had he produced.... FULL ALBUMS ...... After Aaliyahdied Timberland went no where
"Everything I put in front of you to think about, some choose to think with purpose. Otherslet others think for them",6.0,7.0,8.0,3.0,9.0,2.0,5.0,Everything I put in front of you to think about some choose think with purpose otherslet others think for them
"I mean to say even though Biggie Smalls and Tupac have been dead for almost 20 years, their music is still relevant. Theirshit will never get old",4.0,2.0,5.0,6.0,7.0,8.0,1.0,I mean that even though big and pac been dead for almost 20 years. They music still relevant. Theyshit will never get old.
My friend hasn't that friendly with me these last couple of days we are about to be a odds.,6.0,4.0,5.0,2.0,8.0,3.0,9.0,My lefthand anit been fukcn witt.me these last couple of dayswe bout to be beefn
Would you believe me if I said that I liked you fromthe beginning? Because..,4.0,8.0,6.0,2.0,7.0,1.0,3.0,Would u believe me if I said that I liked u fromthe jump?? ...... because :-/
"Like, if you die and reincarnate... Do not pass Go, do not collect$200. Go directly to jail",4.0,2.0,1.0,6.0,5.0,7.0,3.0,"Like if you die and reincarnate... Do not pass go, do not collect$200. Go directly to jail."
"It's actually supposed to be an inside joke. And yes, you can come over. I'm watching it alone.",6.0,8.0,4.0,2.0,7.0,3.0,9.0,"its suppose to be an inside joke dummy. And yes"" ode mmttssgw comeover I'm watching alake alone"
"Hopefully, I'll get some sleep tonight because I have to be at my second job at 7am",2.0,6.0,1.0,4.0,7.0,8.0,5.0,Hopefully I'll get some sleep tonight cauSe I have to be atmy 2nd job at 7am
My next day off is not until next Wednesday! I work two double shiftsthis weekend back to back!,4.0,2.0,1.0,6.0,5.0,9.0,8.0,My next off day not until next Wednesday.! I work two doublesthis weekend back to back.!
Sinus is acting up. I am here to grab food. And leave out.,4.0,8.0,3.0,2.0,6.0,7.0,9.0,"My sinus doin thee fool right now. I'm about to grab this food, takesome mess and be out"
My brother just called me and surprised me with some good news! Now Ican finally go to sleep.,6.0,8.0,4.0,2.0,9.0,7.0,8.0,My brother just called me and surprised me with some good news.!!!!!!!!!!!!!!! Now Ican finally go to sleep
What if this activity is just pregaming for the real gamestarting the week.,5.0,8.0,4.0,6.0,7.0,2.0,9.0,"What if weekend services are not ""The Game"", but preparation for ""The Game"" that begins when youralarm goes off Mon am?"
"Are you expecting to hear from God or see Him at worktoday? If not, why not",8.0,7.0,6.0,2.0,9.0,3.0,5.0,"Are you expecting to hear from God or see Him at worktoday? If not, why not?"
"This class is too long, especially since I probably, and hopefully, won't even be in this city much longer. Buta backup plan is always necessary",7.0,6.0,5.0,3.0,4.0,9.0,0.0,This class is too long especially seeing as I prob/hopefully won't even be in this city much longer. Butbackup plan is always necessary
"Don't ever show a man that you're a good woman because they obviously will take advantage of it, let himfind out on his own and respect you for what you are",6.0,8.0,7.0,4.0,6.0,2.0,0.0,"Never SHOW A Man That Your A Good Woman Cus OBVIOUSLY He's Gonna Take Advantage Of It , LET HIMLEARN && EARN POINTS !"
"I always wonder why my fridge is empty, but to be honest I already know why it is. I love food.",6.0,8.0,9.0,2.0,7.0,8.0,4.0,I always think why my fridge is empty but to be honest I know why itis :):):):):) I love food
"Comcast stays leaving that threatening-ass, \""We were here to pick up your equipment\""post-it on my door.",2.0,1.0,0.0,8.0,6.0,5.0,3.0,"Comcast stay leaving that threatening ass ""we were here to pick up your equipment""post it on my door."
"The people that I hung out in high school and middle school days, I don't even talk to now. They changed. But they don't matter, I'm making money.",6.0,4.0,7.0,5.0,8.0,2.0,9.0,… The Mfers I Fucked w/ In My Grammar && Middle School Daysx I Don't Even Fuck w/ Now . Mfers Den Changed ! ButFuck Em I'm Makin $$$
It's weird as hell I wasn't hungry yesterday. Maybebecause I was so tired,6.0,7.0,4.0,2.0,8.0,5.0,3.0,"Weird as hell as to why I wasnt hungry yesterday, maybebecause I was so tired."
"I feel you! I only ball when there is a tournament. Still have game, though. Laugh out loud. If you ever are in Chicago City, I will play you. Laugh out loud.",7.0,9.0,8.0,2.0,6.0,5.0,4.0,I feel ya! I only ball when there is a tournament...still got game thou...lol. If u ever inChi city ill play u...lol
"For those who are interested, I will be playing the old school and house music again on Wednesdays as of September 4th, 2013... I havemomentarily stopped playing them because of the annual jazz event",6.0,8.0,9.0,2.0,7.0,8.0,4.0,"****ATTENTION EVERYONE I WILL RESUME THE OLD SCHOOL & HOUSE MUSIC WEDNESDAYS ON SEPTEMBER 4, 2013.. DUETO THE ANNUAL JAZZ EVENT..."
"I've gone bungee jumping, but I was drunk. I don't think there's enough liquor in the world to makeme jump out of a plane",4.0,6.0,5.0,8.0,7.0,3.0,2.0,"Been bungee jumping, but I was bent. Don't think it's enough liquor in the world to getme to jump outta plane."
You are not right for holding back a tweet.Because you are running behind.,6.0,4.0,7.0,8.0,9.0,5.0,1.0,You wack if you decide against posting a tweet just causeyou running late for work
Are you all doing a tasting Saturday? I missed the first few andwould love to stop by.,4.0,8.0,6.0,2.0,5.0,1.0,7.0,Are you guys doing a tasting Saturday? Missed the first few &would love to stop by
"Uh, she wanted to recreate a Plantation Theme Wedding because she liked thenostalgia of the period? What the fuck",4.0,2.0,3.0,1.0,5.0,6.0,7.0,Uh she wanted 2 recreate a Plantation Theme wedding because she liked thenostalgia of the period? WTF
Cheese was a Taste of the Nation silent auction item. Bourbon was fromthe F&W event last year,4.0,9.0,8.0,2.0,6.0,3.0,7.0,Cheese was a taste of the nation silent auction item. Bourbon was fromthe F&W event last year.
Permit me to throw a basketball and a stick at your headand see if I weep,2.0,1.0,4.0,9.0,6.0,1.0,3.0,let me throw a basketball and a stick at yo headand see if cry !
"I'm mixing up a great Bellini. And yes, it is fresh puréed peach.",8.0,9.0,9.0,1.0,7.0,2.0,10.0,I'm mixing up a killer Bellini. And yes - it isfresh puréed peach. As if...
I am a Clippers fan from the beginning. I'm just rooting for the Pacers becausebecause I don't like the Heat,6.0,7.0,5.0,8.0,9.0,2.0,4.0,Ima clippers fan off dump im just going for the pacers bc ion fw the heat
"Don't believe the lies, just look me in the eyes. Please don't be scared of me, please don't be scared of me.",6.0,4.0,5.0,8.0,7.0,2.0,3.0,""".. Don't believe the lies look me in my eyes , please don't be scared if me, pleasedon't be scared of me"""
"I've been up since 6am, love. Thank you for waking me up. I was able to get myearly morning prayers in",2.0,8.0,4.0,1.0,5.0,6.0,9.0,"Been up since 6am LOVE, thanx 4 the wake up , I'm able 2 get myearly morning prayers in ."
It's beginning to make sense. My father was born on August 11th. Hip hop was also born on August 11th. My father was very good with words. Need I say more,8.0,9.0,8.0,4.0,7.0,2.0,9.0,It's beginning to make sense. My Father was born on Aug 11. Hip Hop was also born on Aug 11. Pops was Crazy withwords. Need I say more???
